# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
  51000      8.14e-02    6.91e-02      6.98e-04    6.72e-04      3.09e-02    2.63e-02    5.9e-06
  52000      7.49e-02    6.50e-02      1.63e-03    1.76e-03      2.84e-02    2.46e-02    5.9e-06
  53000      7.80e-02    6.60e-02      4.33e-04    2.89e-04      2.97e-02    2.51e-02    5.9e-06
  54000      8.96e-02    6.72e-02      1.17e-03    5.79e-04      3.41e-02    2.55e-02    5.9e-06
  55000      6.18e-02    6.96e-02      8.48e-04    1.24e-03      2.35e-02    2.64e-02    5.9e-06
  56000      5.30e-02    6.34e-02      3.04e-04    7.82e-04      2.49e-02    2.97e-02    3.5e-06
  57000      5.50e-02    3.76e-02      7.10e-04    6.66e-04      2.58e-02    1.76e-02    3.5e-06
  58000      6.38e-02    3.38e-02      5.53e-04    9.80e-04      2.99e-02    1.58e-02    3.5e-06
  59000      5.46e-02    4.51e-02      8.99e-04    8.38e-04      2.56e-02    2.11e-02    3.5e-06
  60000      5.15e-02    6.61e-02      5.98e-04    5.18e-04      2.42e-02    3.10e-02    3.5e-06
  61000      5.89e-02    5.19e-02      6.50e-04    8.52e-04      3.33e-02    2.93e-02    2.1e-06
  62000      6.05e-02    4.85e-02      8.59e-04    8.18e-04      3.42e-02    2.74e-02    2.1e-06
  63000      4.53e-02    4.54e-02      1.20e-03    5.00e-04      2.56e-02    2.57e-02    2.1e-06
  64000      5.88e-02    3.88e-02      7.98e-04    4.89e-04      3.33e-02    2.19e-02    2.1e-06
  65000      4.95e-02    4.78e-02      3.42e-04    1.02e-03      2.80e-02    2.70e-02    2.1e-06
  66000      5.18e-02    3.55e-02      5.06e-04    5.11e-04      3.43e-02    2.36e-02    1.3e-06
  67000      4.77e-02    2.94e-02      6.68e-04    3.75e-04      3.17e-02    1.95e-02    1.3e-06
  68000      5.44e-02    4.05e-02      6.91e-04    5.52e-04      3.61e-02    2.68e-02    1.3e-06
  69000      4.18e-02    3.97e-02      1.04e-03    7.66e-04      2.77e-02    2.63e-02    1.3e-06
  70000      3.56e-02    3.51e-02      7.16e-04    3.16e-04      2.36e-02    2.33e-02    1.3e-06
  71000      3.37e-02    3.60e-02      4.82e-04    6.50e-04      2.54e-02    2.71e-02    7.6e-07
  72000      3.30e-02    4.32e-02      3.43e-04    9.37e-04      2.49e-02    3.25e-02    7.6e-07
  73000      2.81e-02    2.66e-02      2.83e-04    6.25e-04      2.12e-02    2.00e-02    7.6e-07
  74000      3.96e-02    3.95e-02      4.32e-04    4.65e-04      2.98e-02    2.97e-02    7.6e-07
  75000      3.98e-02    3.90e-02      8.55e-04    6.73e-04      2.99e-02    2.93e-02    7.6e-07
  76000      3.94e-02    3.13e-02      9.76e-04    5.50e-04      3.26e-02    2.60e-02    4.6e-07
  77000      3.31e-02    3.50e-02      5.22e-04    8.42e-04      2.74e-02    2.89e-02    4.6e-07
  78000      3.35e-02    2.44e-02      7.42e-04    5.69e-04      2.77e-02    2.02e-02    4.6e-07
  79000      4.20e-02    2.84e-02      7.63e-04    3.27e-04      3.47e-02    2.36e-02    4.6e-07
  80000      3.44e-02    3.28e-02      9.87e-04    6.79e-04      2.84e-02    2.71e-02    4.6e-07
  81000      3.37e-02    2.24e-02      7.27e-04    4.41e-04      2.98e-02    1.98e-02    2.7e-07
  82000      2.73e-02    2.33e-02      3.18e-04    6.63e-04      2.42e-02    2.06e-02    2.7e-07
  83000      4.15e-02    2.65e-02      5.50e-04    5.51e-04      3.68e-02    2.34e-02    2.7e-07
  84000      4.11e-02    2.29e-02      6.97e-04    4.31e-04      3.64e-02    2.02e-02    2.7e-07
  85000      4.22e-02    3.42e-02      4.46e-04    4.77e-04      3.74e-02    3.03e-02    2.7e-07
  86000      3.52e-02    2.38e-02      4.43e-04    3.22e-04      3.26e-02    2.21e-02    1.6e-07
  87000      3.33e-02    2.57e-02      2.30e-04    5.29e-04      3.09e-02    2.38e-02    1.6e-07
  88000      3.83e-02    2.76e-02      6.58e-04    4.38e-04      3.54e-02    2.56e-02    1.6e-07
  89000      3.30e-02    2.56e-02      9.07e-04    6.10e-04      3.05e-02    2.37e-02    1.6e-07
  90000      3.62e-02    1.57e-02      3.35e-04    2.96e-04      3.36e-02    1.45e-02    1.6e-07
  91000      2.44e-02    2.49e-02      1.85e-04    5.05e-04      2.32e-02    2.37e-02    9.8e-08
  92000      2.72e-02    2.39e-02      4.08e-04    4.95e-04      2.59e-02    2.28e-02    9.8e-08
  93000      2.60e-02    2.36e-02      5.80e-04    6.90e-04      2.48e-02    2.24e-02    9.8e-08
  94000      1.94e-02    2.31e-02      1.71e-04    4.33e-04      1.85e-02    2.20e-02    9.8e-08
  95000      3.01e-02    3.25e-02      4.70e-04    4.00e-04      2.87e-02    3.10e-02    9.8e-08
  96000      2.65e-02    2.90e-02      5.77e-04    6.57e-04      2.57e-02    2.81e-02    5.9e-08
  97000      2.93e-02    2.70e-02      6.55e-04    6.42e-04      2.84e-02    2.62e-02    5.9e-08
  98000      3.14e-02    2.34e-02      7.25e-04    5.36e-04      3.04e-02    2.27e-02    5.9e-08
  99000      3.41e-02    2.00e-02      7.62e-04    4.31e-04      3.31e-02    1.94e-02    5.9e-08
 100000      2.35e-02    2.62e-02      3.39e-04    4.18e-04      2.28e-02    2.54e-02    5.9e-08
