# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
  29000      3.28e-01    3.52e-01      3.38e-03    1.22e-03      3.72e-02    3.99e-02    7.7e-05
  30000      2.86e-01    3.43e-01      3.46e-03    5.92e-03      3.24e-02    3.88e-02    7.7e-05
  31000      2.40e-01    2.41e-01      4.21e-03    5.25e-03      3.49e-02    3.50e-02    4.6e-05
  32000      2.71e-01    1.94e-01      1.96e-03    1.59e-03      3.96e-02    2.82e-02    4.6e-05
  33000      2.29e-01    2.13e-01      3.01e-03    2.04e-03      3.34e-02    3.10e-02    4.6e-05
  34000      2.18e-01    1.98e-01      2.49e-03    3.99e-03      3.17e-02    2.89e-02    4.6e-05
  35000      2.42e-01    2.26e-01      5.70e-03    5.87e-03      3.52e-02    3.29e-02    4.6e-05
  36000      1.78e-01    1.49e-01      7.08e-04    1.38e-03      3.33e-02    2.78e-02    2.8e-05
  37000      1.45e-01    2.06e-01      1.84e-03    2.48e-03      2.72e-02    3.84e-02    2.8e-05
  38000      1.67e-01    1.54e-01      3.26e-03    1.59e-03      3.12e-02    2.88e-02    2.8e-05
  39000      1.91e-01    1.97e-01      1.07e-03    1.17e-03      3.57e-02    3.68e-02    2.8e-05
  40000      2.15e-01    1.27e-01      2.55e-03    2.46e-03      4.03e-02    2.36e-02    2.8e-05
  41000      1.20e-01    1.15e-01      1.10e-03    2.17e-03      2.87e-02    2.76e-02    1.7e-05
  42000      1.06e-01    1.25e-01      4.54e-04    9.56e-04      2.54e-02    2.98e-02    1.7e-05
  43000      8.92e-02    1.23e-01      2.72e-03    3.51e-03      2.12e-02    2.93e-02    1.7e-05
  44000      1.35e-01    1.09e-01      6.51e-04    4.50e-04      3.24e-02    2.60e-02    1.7e-05
  45000      1.18e-01    1.16e-01      1.79e-03    2.05e-03      2.81e-02    2.77e-02    1.7e-05
  46000      1.03e-01    8.52e-02      8.43e-04    9.43e-04      3.13e-02    2.58e-02    9.9e-06
  47000      6.08e-02    8.38e-02      1.43e-03    1.97e-03      1.84e-02    2.53e-02    9.9e-06
  48000      7.06e-02    7.85e-02      1.98e-04    9.84e-04      2.14e-02    2.38e-02    9.9e-06
  49000      5.89e-02    1.15e-01      1.62e-03    1.56e-03      1.78e-02    3.49e-02    9.9e-06
  50000      5.99e-02    9.45e-02      2.08e-03    9.89e-04      1.81e-02    2.86e-02    9.9e-06
  51000      1.02e-01    6.51e-02      1.05e-03    9.61e-04      3.86e-02    2.47e-02    5.9e-06
  52000      7.24e-02    7.31e-02      7.83e-04    8.50e-04      2.75e-02    2.78e-02    5.9e-06
  53000      6.69e-02    8.58e-02      7.64e-04    9.32e-04      2.54e-02    3.26e-02    5.9e-06
  54000      6.21e-02    7.54e-02      1.84e-03    1.96e-03      2.35e-02    2.86e-02    5.9e-06
  55000      8.41e-02    8.61e-02      6.51e-04    2.14e-03      3.20e-02    3.26e-02    5.9e-06
  56000      6.86e-02    5.35e-02      1.18e-03    3.75e-04      3.22e-02    2.51e-02    3.5e-06
  57000      6.01e-02    7.47e-02      8.07e-04    1.34e-03      2.82e-02    3.50e-02    3.5e-06
  58000      5.39e-02    6.16e-02      1.31e-03    1.36e-03      2.52e-02    2.88e-02    3.5e-06
  59000      6.62e-02    5.88e-02      2.78e-04    4.52e-04      3.11e-02    2.76e-02    3.5e-06
  60000      5.30e-02    4.25e-02      7.28e-04    4.40e-04      2.48e-02    1.99e-02    3.5e-06
  61000      5.24e-02    4.34e-02      1.17e-03    4.77e-04      2.96e-02    2.46e-02    2.1e-06
  62000      4.30e-02    4.69e-02      4.80e-04    6.12e-04      2.43e-02    2.65e-02    2.1e-06
  63000      5.31e-02    4.09e-02      1.01e-03    4.57e-04      3.00e-02    2.31e-02    2.1e-06
  64000      5.62e-02    5.19e-02      9.83e-04    5.56e-04      3.18e-02    2.93e-02    2.1e-06
  65000      5.59e-02    3.97e-02      1.01e-03    6.57e-04      3.16e-02    2.24e-02    2.1e-06
  66000      4.19e-02    3.35e-02      4.35e-04    7.11e-04      2.78e-02    2.22e-02    1.3e-06
  67000      5.10e-02    3.76e-02      8.51e-04    5.58e-04      3.38e-02    2.49e-02    1.3e-06
  68000      4.23e-02    3.47e-02      4.61e-04    7.93e-04      2.80e-02    2.30e-02    1.3e-06
  69000      3.15e-02    4.21e-02      9.82e-04    7.40e-04      2.08e-02    2.79e-02    1.3e-06
  70000      4.90e-02    4.29e-02      1.40e-03    5.55e-04      3.24e-02    2.85e-02    1.3e-06
  71000      2.94e-02    4.27e-02      2.88e-04    8.93e-04      2.21e-02    3.21e-02    7.6e-07
  72000      3.93e-02    2.87e-02      2.44e-04    3.57e-04      2.96e-02    2.16e-02    7.6e-07
  73000      4.32e-02    4.48e-02      1.08e-03    7.53e-04      3.25e-02    3.37e-02    7.6e-07
  74000      3.87e-02    2.73e-02      2.89e-04    6.30e-04      2.91e-02    2.05e-02    7.6e-07
  75000      5.05e-02    3.39e-02      1.04e-03    8.59e-04      3.80e-02    2.55e-02    7.6e-07
  76000      3.15e-02    3.01e-02      1.01e-03    6.05e-04      2.60e-02    2.49e-02    4.6e-07
  77000      3.34e-02    2.62e-02      6.29e-04    4.26e-04      2.77e-02    2.17e-02    4.6e-07
  78000      3.51e-02    2.66e-02      6.56e-04    5.53e-04      2.90e-02    2.21e-02    4.6e-07
  79000      3.59e-02    3.00e-02      5.55e-04    5.92e-04      2.97e-02    2.48e-02    4.6e-07
  80000      3.69e-02    3.21e-02      7.93e-04    6.19e-04      3.05e-02    2.66e-02    4.6e-07
  81000      2.91e-02    3.49e-02      7.82e-04    9.28e-04      2.57e-02    3.08e-02    2.7e-07
  82000      4.08e-02    1.84e-02      1.16e-03    2.98e-04      3.60e-02    1.63e-02    2.7e-07
  83000      2.82e-02    2.51e-02      5.58e-04    5.36e-04      2.49e-02    2.23e-02    2.7e-07
  84000      3.07e-02    2.61e-02      7.39e-04    6.02e-04      2.71e-02    2.31e-02    2.7e-07
  85000      2.30e-02    3.20e-02      1.80e-04    4.66e-04      2.04e-02    2.83e-02    2.7e-07
  86000      2.58e-02    3.41e-02      3.78e-04    1.18e-03      2.39e-02    3.14e-02    1.6e-07
  87000      2.47e-02    2.14e-02      2.75e-04    2.14e-04      2.29e-02    1.99e-02    1.6e-07
  88000      2.31e-02    3.47e-02      3.67e-04    6.56e-04      2.14e-02    3.21e-02    1.6e-07
  89000      3.21e-02    2.40e-02      1.03e-03    3.32e-04      2.96e-02    2.22e-02    1.6e-07
  90000      2.39e-02    3.74e-02      6.20e-04    5.51e-04      2.21e-02    3.46e-02    1.6e-07
  91000      2.05e-02    3.36e-02      4.23e-04    6.79e-04      1.96e-02    3.20e-02    9.8e-08
  92000      2.60e-02    2.36e-02      9.71e-05    3.82e-04      2.48e-02    2.25e-02    9.8e-08
  93000      2.79e-02    3.09e-02      5.47e-04    3.69e-04      2.66e-02    2.94e-02    9.8e-08
  94000      3.10e-02    2.97e-02      7.87e-04    4.39e-04      2.95e-02    2.83e-02    9.8e-08
  95000      2.54e-02    2.59e-02      3.83e-04    5.41e-04      2.42e-02    2.47e-02    9.8e-08
  96000      2.92e-02    2.71e-02      8.26e-04    5.06e-04      2.83e-02    2.63e-02    5.9e-08
  97000      2.77e-02    2.68e-02      5.24e-04    6.00e-04      2.69e-02    2.60e-02    5.9e-08
  98000      2.93e-02    2.38e-02      7.54e-04    4.12e-04      2.84e-02    2.31e-02    5.9e-08
  99000      2.13e-02    2.63e-02      2.92e-04    4.12e-04      2.07e-02    2.56e-02    5.9e-08
 100000      1.57e-02    2.73e-02      1.26e-04    4.43e-04      1.53e-02    2.65e-02    5.9e-08
