# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
  30000      2.93e-01    2.24e-01      2.57e-03    2.91e-03      3.32e-02    2.54e-02    7.7e-05
  31000      1.92e-01    1.57e-01      7.91e-04    1.63e-03      2.80e-02    2.28e-02    4.6e-05
  32000      2.12e-01    2.40e-01      1.87e-03    1.67e-03      3.09e-02    3.51e-02    4.6e-05
  33000      2.43e-01    1.92e-01      6.47e-04    4.51e-04      3.55e-02    2.80e-02    4.6e-05
  34000      2.32e-01    1.78e-01      7.52e-04    1.33e-03      3.38e-02    2.60e-02    4.6e-05
  35000      1.86e-01    1.83e-01      1.68e-03    1.25e-03      2.71e-02    2.66e-02    4.6e-05
  36000      1.68e-01    1.92e-01      7.36e-04    1.33e-03      3.14e-02    3.58e-02    2.8e-05
  37000      1.50e-01    1.56e-01      7.52e-04    1.10e-03      2.80e-02    2.92e-02    2.8e-05
  38000      1.30e-01    1.30e-01      5.15e-04    3.39e-04      2.44e-02    2.44e-02    2.8e-05
  39000      1.39e-01    1.15e-01      4.15e-04    3.70e-04      2.61e-02    2.15e-02    2.8e-05
  40000      1.51e-01    1.14e-01      1.10e-03    9.02e-04      2.82e-02    2.13e-02    2.8e-05
  41000      9.93e-02    1.16e-01      1.88e-03    8.40e-04      2.37e-02    2.78e-02    1.7e-05
  42000      1.07e-01    9.37e-02      6.98e-04    1.06e-03      2.57e-02    2.24e-02    1.7e-05
  43000      1.35e-01    1.28e-01      3.36e-04    1.75e-03      3.23e-02    3.07e-02    1.7e-05
  44000      8.04e-02    9.42e-02      2.78e-04    9.72e-04      1.92e-02    2.25e-02    1.7e-05
  45000      1.42e-01    9.19e-02      1.09e-03    1.70e-03      3.38e-02    2.19e-02    1.7e-05
  46000      9.68e-02    7.27e-02      6.35e-04    2.62e-04      2.93e-02    2.20e-02    9.9e-06
  47000      9.96e-02    9.39e-02      1.08e-03    8.34e-04      3.02e-02    2.84e-02    9.9e-06
  48000      7.85e-02    7.32e-02      3.78e-04    4.59e-04      2.38e-02    2.22e-02    9.9e-06
  49000      8.25e-02    9.12e-02      5.53e-04    7.71e-04      2.50e-02    2.76e-02    9.9e-06
  50000      8.63e-02    7.32e-02      1.06e-03    1.34e-03      2.61e-02    2.22e-02    9.9e-06
  51000      7.07e-02    4.56e-02      3.59e-04    4.41e-04      2.69e-02    1.73e-02    5.9e-06
  52000      8.38e-02    5.11e-02      1.87e-03    1.21e-03      3.18e-02    1.94e-02    5.9e-06
  53000      7.05e-02    5.08e-02      1.64e-04    5.78e-04      2.68e-02    1.93e-02    5.9e-06
  54000      9.07e-02    5.85e-02      5.23e-04    9.42e-04      3.45e-02    2.22e-02    5.9e-06
  55000      5.00e-02    7.68e-02      1.20e-04    3.72e-04      1.90e-02    2.92e-02    5.9e-06
  56000      3.97e-02    4.75e-02      3.35e-04    3.38e-04      1.86e-02    2.23e-02    3.5e-06
  57000      5.26e-02    5.74e-02      7.69e-04    6.86e-04      2.47e-02    2.69e-02    3.5e-06
  58000      4.86e-02    5.32e-02      4.59e-04    9.21e-04      2.28e-02    2.49e-02    3.5e-06
  59000      4.56e-02    4.12e-02      4.12e-04    6.82e-04      2.14e-02    1.93e-02    3.5e-06
  60000      6.82e-02    4.30e-02      3.96e-04    9.39e-05      3.20e-02    2.02e-02    3.5e-06
  61000      4.52e-02    3.93e-02      6.93e-04    4.88e-04      2.56e-02    2.22e-02    2.1e-06
  62000      3.38e-02    3.53e-02      1.07e-04    3.65e-04      1.91e-02    2.00e-02    2.1e-06
  63000      5.16e-02    3.19e-02      7.77e-04    2.67e-04      2.92e-02    1.80e-02    2.1e-06
  64000      3.21e-02    4.95e-02      4.31e-04    2.22e-04      1.82e-02    2.80e-02    2.1e-06
  65000      3.82e-02    3.60e-02      3.29e-04    4.92e-04      2.16e-02    2.04e-02    2.1e-06
  66000      2.44e-02    3.83e-02      2.86e-04    8.40e-04      1.62e-02    2.54e-02    1.3e-06
  67000      4.99e-02    3.80e-02      4.95e-04    6.87e-04      3.31e-02    2.52e-02    1.3e-06
  68000      3.50e-02    3.35e-02      1.86e-04    6.42e-04      2.32e-02    2.22e-02    1.3e-06
  69000      2.88e-02    3.24e-02      3.40e-04    2.86e-04      1.91e-02    2.15e-02    1.3e-06
  70000      3.97e-02    3.42e-02      1.45e-03    6.19e-04      2.62e-02    2.27e-02    1.3e-06
  71000      3.67e-02    3.07e-02      7.12e-04    5.29e-04      2.76e-02    2.31e-02    7.6e-07
  72000      2.64e-02    2.59e-02      4.15e-04    5.43e-04      1.99e-02    1.95e-02    7.6e-07
  73000      3.83e-02    2.90e-02      6.21e-04    7.00e-04      2.88e-02    2.18e-02    7.6e-07
  74000      2.82e-02    2.68e-02      2.97e-04    3.10e-04      2.13e-02    2.02e-02    7.6e-07
  75000      3.07e-02    2.78e-02      5.01e-04    3.32e-04      2.31e-02    2.09e-02    7.6e-07
  76000      3.48e-02    2.29e-02      2.93e-04    2.35e-04      2.88e-02    1.90e-02    4.6e-07
  77000      2.92e-02    3.00e-02      2.79e-04    2.22e-04      2.42e-02    2.48e-02    4.6e-07
  78000      2.40e-02    2.86e-02      2.41e-04    3.28e-04      1.99e-02    2.37e-02    4.6e-07
  79000      2.40e-02    2.75e-02      3.39e-04    2.04e-04      1.99e-02    2.28e-02    4.6e-07
  80000      2.71e-02    2.70e-02      6.32e-04    3.13e-04      2.24e-02    2.24e-02    4.6e-07
  81000      2.23e-02    1.98e-02      3.27e-04    3.42e-04      1.98e-02    1.76e-02    2.7e-07
  82000      2.96e-02    2.29e-02      1.69e-04    5.60e-04      2.62e-02    2.03e-02    2.7e-07
  83000      2.62e-02    2.04e-02      3.03e-04    3.35e-04      2.32e-02    1.80e-02    2.7e-07
  84000      3.44e-02    2.40e-02      6.31e-04    3.59e-04      3.05e-02    2.12e-02    2.7e-07
  85000      3.40e-02    2.14e-02      6.50e-04    5.18e-04      3.01e-02    1.89e-02    2.7e-07
  86000      3.10e-02    2.27e-02      5.86e-04    1.97e-04      2.87e-02    2.11e-02    1.6e-07
  87000      2.52e-02    2.22e-02      2.64e-04    1.58e-04      2.34e-02    2.05e-02    1.6e-07
  88000      3.40e-02    2.09e-02      4.76e-04    4.40e-04      3.15e-02    1.94e-02    1.6e-07
  89000      2.62e-02    2.46e-02      2.71e-04    5.85e-04      2.43e-02    2.27e-02    1.6e-07
  90000      3.71e-02    2.65e-02      4.54e-04    4.92e-04      3.44e-02    2.45e-02    1.6e-07
  91000      2.22e-02    2.57e-02      2.30e-04    4.48e-04      2.12e-02    2.45e-02    9.8e-08
  92000      2.17e-02    2.03e-02      1.63e-04    3.40e-04      2.07e-02    1.93e-02    9.8e-08
  93000      3.40e-02    2.28e-02      5.31e-04    6.09e-04      3.24e-02    2.17e-02    9.8e-08
  94000      2.26e-02    2.47e-02      2.54e-04    3.29e-04      2.15e-02    2.35e-02    9.8e-08
  95000      2.87e-02    2.51e-02      4.89e-04    3.53e-04      2.74e-02    2.40e-02    9.8e-08
  96000      2.17e-02    2.55e-02      4.32e-04    6.25e-04      2.10e-02    2.48e-02    5.9e-08
  97000      2.85e-02    2.62e-02      3.63e-04    8.62e-04      2.77e-02    2.53e-02    5.9e-08
  98000      3.45e-02    1.23e-02      5.61e-04    2.90e-04      3.35e-02    1.20e-02    5.9e-08
  99000      3.14e-02    2.21e-02      1.71e-04    4.12e-04      3.05e-02    2.15e-02    5.9e-08
 100000      3.28e-02    2.23e-02      4.02e-04    3.50e-04      3.19e-02    2.17e-02    5.9e-08
