# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
  30000      2.38e-01    2.96e-01      1.53e-03    2.09e-03      2.70e-02    3.35e-02    7.7e-05
  31000      2.21e-01    1.74e-01      3.59e-03    1.88e-03      3.22e-02    2.54e-02    4.6e-05
  32000      2.11e-01    1.52e-01      4.23e-04    1.10e-03      3.07e-02    2.21e-02    4.6e-05
  33000      2.93e-01    1.35e-01      7.19e-04    5.98e-04      4.27e-02    1.96e-02    4.6e-05
  34000      2.03e-01    2.40e-01      3.95e-03    4.24e-03      2.95e-02    3.49e-02    4.6e-05
  35000      2.86e-01    2.50e-01      2.36e-03    1.48e-03      4.17e-02    3.64e-02    4.6e-05
  36000      1.77e-01    1.38e-01      3.17e-04    5.94e-04      3.31e-02    2.58e-02    2.8e-05
  37000      1.65e-01    1.29e-01      1.58e-03    2.41e-03      3.10e-02    2.41e-02    2.8e-05
  38000      1.27e-01    1.17e-01      2.44e-03    1.88e-03      2.38e-02    2.18e-02    2.8e-05
  39000      1.00e-01    2.01e-01      2.56e-03    2.79e-03      1.87e-02    3.75e-02    2.8e-05
  40000      1.89e-01    2.08e-01      1.94e-03    3.50e-03      3.53e-02    3.88e-02    2.8e-05
  41000      9.86e-02    8.84e-02      8.11e-04    3.30e-04      2.36e-02    2.11e-02    1.7e-05
  42000      1.21e-01    1.37e-01      1.79e-03    1.98e-03      2.89e-02    3.28e-02    1.7e-05
  43000      1.25e-01    9.93e-02      7.17e-04    1.10e-03      2.99e-02    2.37e-02    1.7e-05
  44000      1.41e-01    8.75e-02      1.01e-03    3.35e-04      3.38e-02    2.09e-02    1.7e-05
  45000      1.40e-01    1.16e-01      1.02e-03    1.11e-03      3.35e-02    2.78e-02    1.7e-05
  46000      9.50e-02    9.42e-02      7.69e-04    1.00e-03      2.88e-02    2.85e-02    9.9e-06
  47000      9.95e-02    8.21e-02      2.25e-04    7.09e-04      3.02e-02    2.49e-02    9.9e-06
  48000      7.92e-02    8.90e-02      5.31e-04    8.69e-04      2.40e-02    2.70e-02    9.9e-06
  49000      6.98e-02    7.42e-02      1.47e-03    1.26e-03      2.11e-02    2.25e-02    9.9e-06
  50000      7.58e-02    7.57e-02      7.38e-04    1.39e-03      2.30e-02    2.29e-02    9.9e-06
  51000      7.83e-02    7.17e-02      6.62e-04    6.17e-04      2.97e-02    2.73e-02    5.9e-06
  52000      8.99e-02    5.00e-02      4.28e-04    1.31e-03      3.42e-02    1.90e-02    5.9e-06
  53000      5.57e-02    5.48e-02      7.13e-04    7.93e-04      2.12e-02    2.08e-02    5.9e-06
  54000      8.26e-02    5.72e-02      1.81e-04    9.90e-04      3.14e-02    2.17e-02    5.9e-06
  55000      8.90e-02    7.79e-02      2.01e-03    5.76e-04      3.38e-02    2.96e-02    5.9e-06
  56000      6.18e-02    5.13e-02      1.03e-03    4.22e-04      2.90e-02    2.40e-02    3.5e-06
  57000      7.88e-02    4.97e-02      4.28e-04    6.55e-04      3.70e-02    2.33e-02    3.5e-06
  58000      5.35e-02    4.77e-02      2.57e-04    3.84e-04      2.51e-02    2.24e-02    3.5e-06
  59000      8.60e-02    4.54e-02      4.81e-04    1.07e-03      4.03e-02    2.12e-02    3.5e-06
  60000      5.16e-02    6.13e-02      1.61e-03    8.63e-04      2.41e-02    2.87e-02    3.5e-06
  61000      4.99e-02    3.98e-02      9.83e-04    4.09e-04      2.82e-02    2.25e-02    2.1e-06
  62000      4.06e-02    3.96e-02      2.23e-04    4.20e-04      2.30e-02    2.24e-02    2.1e-06
  63000      5.94e-02    4.67e-02      7.16e-04    8.01e-04      3.36e-02    2.64e-02    2.1e-06
  64000      5.42e-02    5.27e-02      4.66e-04    4.88e-04      3.07e-02    2.98e-02    2.1e-06
  65000      5.21e-02    4.42e-02      9.17e-04    5.14e-04      2.95e-02    2.50e-02    2.1e-06
  66000      5.57e-02    3.82e-02      6.24e-04    2.39e-04      3.70e-02    2.53e-02    1.3e-06
  67000      2.75e-02    3.81e-02      9.17e-05    6.21e-04      1.83e-02    2.52e-02    1.3e-06
  68000      3.28e-02    3.52e-02      4.20e-04    6.93e-04      2.17e-02    2.33e-02    1.3e-06
  69000      3.08e-02    4.30e-02      2.83e-04    4.86e-04      2.04e-02    2.85e-02    1.3e-06
  70000      5.04e-02    4.89e-02      6.44e-04    5.73e-04      3.34e-02    3.24e-02    1.3e-06
  71000      3.86e-02    4.77e-02      9.02e-04    7.60e-04      2.90e-02    3.59e-02    7.6e-07
  72000      4.41e-02    2.38e-02      9.00e-04    4.32e-04      3.32e-02    1.79e-02    7.6e-07
  73000      3.75e-02    2.46e-02      3.62e-04    4.40e-04      2.82e-02    1.85e-02    7.6e-07
  74000      3.91e-02    2.47e-02      5.00e-04    4.55e-04      2.94e-02    1.86e-02    7.6e-07
  75000      3.13e-02    3.52e-02      7.03e-04    7.11e-04      2.35e-02    2.65e-02    7.6e-07
  76000      3.87e-02    3.54e-02      5.97e-04    6.13e-04      3.21e-02    2.93e-02    4.6e-07
  77000      2.22e-02    2.61e-02      2.71e-04    6.24e-04      1.84e-02    2.16e-02    4.6e-07
  78000      3.64e-02    2.95e-02      5.34e-04    7.11e-04      3.01e-02    2.44e-02    4.6e-07
  79000      4.02e-02    2.87e-02      6.99e-04    7.75e-04      3.33e-02    2.37e-02    4.6e-07
  80000      2.60e-02    2.74e-02      2.92e-04    4.71e-04      2.15e-02    2.26e-02    4.6e-07
  81000      2.50e-02    2.42e-02      5.99e-04    3.67e-04      2.21e-02    2.14e-02    2.7e-07
  82000      3.05e-02    3.21e-02      5.40e-04    5.99e-04      2.70e-02    2.84e-02    2.7e-07
  83000      2.92e-02    3.06e-02      2.44e-04    3.50e-04      2.58e-02    2.71e-02    2.7e-07
  84000      3.26e-02    2.78e-02      8.28e-04    5.19e-04      2.89e-02    2.46e-02    2.7e-07
  85000      3.03e-02    3.10e-02      3.90e-04    7.94e-04      2.68e-02    2.74e-02    2.7e-07
  86000      2.16e-02    3.13e-02      5.53e-04    7.16e-04      2.00e-02    2.89e-02    1.6e-07
  87000      2.76e-02    2.16e-02      8.50e-04    5.98e-04      2.55e-02    2.00e-02    1.6e-07
  88000      2.38e-02    3.80e-02      4.03e-04    5.66e-04      2.20e-02    3.52e-02    1.6e-07
  89000      4.17e-02    2.14e-02      7.28e-04    5.33e-04      3.86e-02    1.98e-02    1.6e-07
  90000      2.96e-02    2.43e-02      9.62e-04    4.09e-04      2.73e-02    2.25e-02    1.6e-07
  91000      3.15e-02    2.39e-02      6.66e-04    7.38e-04      3.00e-02    2.27e-02    9.8e-08
  92000      3.39e-02    1.99e-02      4.88e-04    6.52e-04      3.23e-02    1.89e-02    9.8e-08
  93000      2.70e-02    2.33e-02      6.60e-04    6.10e-04      2.57e-02    2.22e-02    9.8e-08
  94000      3.20e-02    2.43e-02      8.55e-04    3.64e-04      3.05e-02    2.31e-02    9.8e-08
  95000      2.46e-02    2.32e-02      4.00e-04    4.81e-04      2.34e-02    2.21e-02    9.8e-08
  96000      3.43e-02    2.24e-02      6.53e-04    3.77e-04      3.33e-02    2.17e-02    5.9e-08
  97000      3.39e-02    2.25e-02      7.67e-04    4.51e-04      3.29e-02    2.18e-02    5.9e-08
  98000      3.05e-02    2.37e-02      2.25e-04    4.38e-04      2.96e-02    2.30e-02    5.9e-08
  99000      2.58e-02    2.67e-02      4.34e-04    5.23e-04      2.51e-02    2.59e-02    5.9e-08
 100000      3.12e-02    2.22e-02      6.21e-04    8.53e-04      3.03e-02    2.14e-02    5.9e-08
