# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
  18000      5.25e-01    7.54e-01      9.03e-03    5.81e-03      3.57e-02    5.14e-02    2.1e-04
  19000      5.53e-01    5.41e-01      7.30e-03    9.97e-03      3.77e-02    3.68e-02    2.1e-04
  20000      5.75e-01    7.25e-01      7.47e-03    9.11e-03      3.91e-02    4.94e-02    2.1e-04
  21000      3.33e-01    4.35e-01      3.48e-03    2.89e-03      2.93e-02    3.83e-02    1.3e-04
  22000      4.88e-01    4.57e-01      1.68e-02    1.51e-02      4.27e-02    4.00e-02    1.3e-04
  23000      5.19e-01    4.88e-01      5.58e-03    1.49e-03      4.56e-02    4.29e-02    1.3e-04
  24000      4.43e-01    4.03e-01      4.98e-03    7.85e-03      3.90e-02    3.54e-02    1.3e-04
  25000      4.20e-01    3.96e-01      1.81e-02    1.34e-02      3.67e-02    3.46e-02    1.3e-04
  26000      3.55e-01    3.55e-01      2.67e-03    3.51e-03      4.02e-02    4.02e-02    7.7e-05
  27000      2.90e-01    1.93e-01      8.41e-04    6.30e-04      3.28e-02    2.18e-02    7.7e-05
  28000      2.82e-01    1.89e-01      6.02e-03    3.15e-03      3.19e-02    2.14e-02    7.7e-05
  29000      3.04e-01    2.90e-01      4.05e-03    2.13e-03      3.44e-02    3.28e-02    7.7e-05
  30000      2.58e-01    3.38e-01      4.65e-03    2.18e-03      2.92e-02    3.83e-02    7.7e-05
  31000      2.19e-01    1.96e-01      1.14e-03    9.00e-04      3.19e-02    2.85e-02    4.6e-05
  32000      1.91e-01    1.73e-01      1.00e-03    3.31e-03      2.78e-02    2.52e-02    4.6e-05
  33000      2.26e-01    2.40e-01      4.89e-03    4.10e-03      3.29e-02    3.49e-02    4.6e-05
  34000      1.90e-01    1.96e-01      3.66e-03    5.85e-03      2.77e-02    2.85e-02    4.6e-05
  35000      2.11e-01    2.14e-01      7.52e-03    3.55e-03      3.07e-02    3.12e-02    4.6e-05
  36000      1.66e-01    1.34e-01      7.40e-04    1.27e-03      3.11e-02    2.50e-02    2.8e-05
  37000      1.36e-01    1.66e-01      1.44e-03    4.18e-03      2.54e-02    3.10e-02    2.8e-05
  38000      1.73e-01    1.74e-01      3.84e-03    2.19e-03      3.24e-02    3.25e-02    2.8e-05
  39000      1.58e-01    1.49e-01      1.07e-03    1.08e-03      2.95e-02    2.79e-02    2.8e-05
  40000      1.97e-01    1.72e-01      2.87e-03    2.37e-03      3.69e-02    3.22e-02    2.8e-05
  41000      1.18e-01    1.18e-01      3.36e-03    2.48e-03      2.81e-02    2.81e-02    1.7e-05
  42000      1.23e-01    1.30e-01      3.52e-03    3.60e-03      2.93e-02    3.10e-02    1.7e-05
  43000      1.11e-01    1.41e-01      1.03e-03    1.50e-03      2.65e-02    3.36e-02    1.7e-05
  44000      1.06e-01    1.22e-01      4.09e-03    4.78e-03      2.51e-02    2.90e-02    1.7e-05
  45000      1.26e-01    6.50e-02      1.14e-03    3.59e-04      3.02e-02    1.55e-02    1.7e-05
  46000      8.98e-02    7.74e-02      5.56e-04    1.07e-03      2.72e-02    2.34e-02    9.9e-06
  47000      9.29e-02    7.98e-02      2.87e-03    2.73e-03      2.81e-02    2.41e-02    9.9e-06
  48000      1.26e-01    8.66e-02      1.74e-03    1.34e-03      3.82e-02    2.62e-02    9.9e-06
  49000      1.24e-01    1.05e-01      2.78e-03    1.17e-03      3.74e-02    3.19e-02    9.9e-06
  50000      5.36e-02    7.48e-02      7.67e-04    1.74e-03      1.62e-02    2.26e-02    9.9e-06
  51000      3.84e-02    6.02e-02      4.03e-04    4.43e-04      1.46e-02    2.29e-02    5.9e-06
  52000      7.72e-02    5.80e-02      1.18e-03    7.34e-04      2.93e-02    2.20e-02    5.9e-06
  53000      7.45e-02    6.29e-02      5.18e-04    1.90e-04      2.83e-02    2.39e-02    5.9e-06
  54000      7.61e-02    8.13e-02      1.31e-03    1.10e-03      2.89e-02    3.09e-02    5.9e-06
  55000      5.66e-02    8.79e-02      1.34e-03    1.06e-03      2.15e-02    3.34e-02    5.9e-06
  56000      5.98e-02    5.60e-02      9.81e-04    4.42e-04      2.80e-02    2.63e-02    3.5e-06
  57000      6.07e-02    3.89e-02      1.41e-03    5.16e-04      2.84e-02    1.82e-02    3.5e-06
  58000      6.64e-02    5.32e-02      1.04e-03    5.89e-04      3.11e-02    2.50e-02    3.5e-06
  59000      5.27e-02    5.51e-02      6.95e-04    4.62e-04      2.47e-02    2.58e-02    3.5e-06
  60000      6.43e-02    4.82e-02      1.77e-03    1.51e-03      3.01e-02    2.25e-02    3.5e-06
  61000      5.46e-02    5.17e-02      5.89e-04    6.11e-04      3.09e-02    2.92e-02    2.1e-06
  62000      4.31e-02    4.57e-02      1.16e-03    1.34e-03      2.43e-02    2.57e-02    2.1e-06
  63000      5.38e-02    4.82e-02      8.62e-04    1.02e-03      3.04e-02    2.72e-02    2.1e-06
  64000      5.26e-02    5.52e-02      3.96e-04    7.31e-04      2.98e-02    3.12e-02    2.1e-06
  65000      5.28e-02    3.49e-02      9.66e-04    5.48e-04      2.98e-02    1.97e-02    2.1e-06
  66000      5.26e-02    2.98e-02      6.98e-04    4.26e-04      3.49e-02    1.97e-02    1.3e-06
  67000      4.48e-02    5.13e-02      5.66e-04    1.12e-03      2.97e-02    3.40e-02    1.3e-06
  68000      4.46e-02    4.09e-02      6.07e-04    5.39e-04      2.96e-02    2.71e-02    1.3e-06
  69000      3.63e-02    3.77e-02      7.75e-04    3.44e-04      2.41e-02    2.50e-02    1.3e-06
  70000      3.63e-02    2.78e-02      5.16e-04    5.61e-04      2.41e-02    1.84e-02    1.3e-06
  71000      3.31e-02    2.73e-02      7.46e-04    5.09e-04      2.49e-02    2.06e-02    7.6e-07
  72000      3.29e-02    3.27e-02      5.22e-04    6.08e-04      2.47e-02    2.46e-02    7.6e-07
  73000      3.31e-02    3.46e-02      6.28e-04    4.51e-04      2.49e-02    2.61e-02    7.6e-07
  74000      3.17e-02    3.85e-02      3.78e-04    5.05e-04      2.39e-02    2.90e-02    7.6e-07
  75000      3.01e-02    4.26e-02      1.12e-03    1.41e-03      2.25e-02    3.20e-02    7.6e-07
  76000      2.33e-02    3.70e-02      3.44e-04    1.12e-03      1.93e-02    3.06e-02    4.6e-07
  77000      3.20e-02    3.40e-02      6.34e-04    5.50e-04      2.65e-02    2.81e-02    4.6e-07
  78000      2.57e-02    3.31e-02      4.22e-04    6.24e-04      2.13e-02    2.74e-02    4.6e-07
  79000      3.57e-02    3.01e-02      5.19e-04    7.65e-04      2.95e-02    2.49e-02    4.6e-07
  80000      2.65e-02    2.80e-02      1.67e-04    4.04e-04      2.20e-02    2.32e-02    4.6e-07
  81000      2.81e-02    2.81e-02      2.45e-04    8.10e-04      2.49e-02    2.48e-02    2.7e-07
  82000      3.00e-02    2.24e-02      6.56e-04    2.80e-04      2.65e-02    1.98e-02    2.7e-07
  83000      2.60e-02    3.21e-02      2.66e-04    1.13e-03      2.31e-02    2.83e-02    2.7e-07
  84000      3.44e-02    2.89e-02      1.27e-03    4.42e-04      3.03e-02    2.56e-02    2.7e-07
  85000      2.40e-02    3.10e-02      6.22e-04    1.22e-03      2.13e-02    2.73e-02    2.7e-07
  86000      2.57e-02    2.90e-02      6.60e-04    1.11e-04      2.37e-02    2.69e-02    1.6e-07
  87000      3.20e-02    3.23e-02      6.64e-04    6.95e-04      2.96e-02    2.99e-02    1.6e-07
  88000      2.79e-02    2.47e-02      6.01e-04    6.23e-04      2.58e-02    2.29e-02    1.6e-07
  89000      3.48e-02    3.75e-02      1.09e-03    5.67e-04      3.21e-02    3.48e-02    1.6e-07
  90000      2.70e-02    2.91e-02      4.61e-04    3.81e-04      2.50e-02    2.70e-02    1.6e-07
  91000      3.14e-02    1.77e-02      1.07e-03    4.06e-04      2.98e-02    1.69e-02    9.8e-08
  92000      2.77e-02    2.52e-02      9.80e-04    1.79e-04      2.63e-02    2.40e-02    9.8e-08
  93000      2.81e-02    2.60e-02      3.55e-04    1.22e-03      2.68e-02    2.46e-02    9.8e-08
  94000      2.91e-02    3.15e-02      3.86e-04    2.51e-04      2.78e-02    3.01e-02    9.8e-08
  95000      3.25e-02    2.71e-02      3.94e-04    3.25e-04      3.10e-02    2.58e-02    9.8e-08
  96000      2.52e-02    3.60e-02      7.63e-04    9.38e-04      2.44e-02    3.49e-02    5.9e-08
  97000      2.46e-02    2.10e-02      6.52e-04    4.83e-04      2.38e-02    2.03e-02    5.9e-08
  98000      2.95e-02    2.46e-02      6.25e-04    6.11e-04      2.86e-02    2.38e-02    5.9e-08
  99000      2.69e-02    2.83e-02      6.07e-04    9.24e-04      2.61e-02    2.74e-02    5.9e-08
 100000      3.61e-02    2.72e-02      3.63e-04    1.07e-03      3.51e-02    2.63e-02    5.9e-08
