# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
  38000      1.43e-01    1.15e-01      2.58e-03    1.98e-03      2.67e-02    2.15e-02    2.8e-05
  39000      1.94e-01    1.48e-01      3.52e-03    2.38e-03      3.62e-02    2.77e-02    2.8e-05
  40000      1.61e-01    1.64e-01      4.55e-03    4.90e-03      2.99e-02    3.07e-02    2.8e-05
  41000      1.68e-01    8.83e-02      1.20e-03    1.11e-03      4.00e-02    2.11e-02    1.7e-05
  42000      1.36e-01    1.37e-01      1.97e-03    1.88e-03      3.25e-02    3.26e-02    1.7e-05
  43000      1.35e-01    1.46e-01      3.38e-03    3.06e-03      3.21e-02    3.49e-02    1.7e-05
  44000      1.30e-01    1.15e-01      2.45e-03    2.19e-03      3.11e-02    2.74e-02    1.7e-05
  45000      1.45e-01    1.25e-01      1.33e-03    2.34e-03      3.47e-02    2.99e-02    1.7e-05
  46000      1.16e-01    1.04e-01      1.04e-03    1.30e-03      3.52e-02    3.17e-02    9.9e-06
  47000      9.87e-02    7.94e-02      1.83e-03    7.06e-04      2.99e-02    2.41e-02    9.9e-06
  48000      1.51e-01    1.01e-01      2.16e-03    9.56e-04      4.56e-02    3.06e-02    9.9e-06
  49000      9.74e-02    9.65e-02      2.80e-03    3.25e-03      2.94e-02    2.91e-02    9.9e-06
  50000      1.26e-01    1.02e-01      8.27e-04    6.16e-04      3.81e-02    3.10e-02    9.9e-06
  51000      5.79e-02    7.06e-02      7.51e-04    4.95e-04      2.20e-02    2.68e-02    5.9e-06
  52000      5.70e-02    8.53e-02      4.25e-04    6.57e-04      2.17e-02    3.24e-02    5.9e-06
  53000      9.40e-02    8.26e-02      1.61e-03    1.16e-03      3.57e-02    3.14e-02    5.9e-06
  54000      7.87e-02    6.74e-02      2.05e-03    1.23e-03      2.99e-02    2.56e-02    5.9e-06
  55000      6.65e-02    8.94e-02      1.73e-03    1.17e-03      2.52e-02    3.40e-02    5.9e-06
  56000      7.36e-02    6.47e-02      7.88e-04    1.55e-03      3.45e-02    3.03e-02    3.5e-06
  57000      6.83e-02    7.01e-02      1.88e-03    1.06e-03      3.19e-02    3.29e-02    3.5e-06
  58000      8.05e-02    4.75e-02      1.05e-03    1.27e-03      3.78e-02    2.22e-02    3.5e-06
  59000      5.45e-02    5.98e-02      1.14e-03    9.83e-04      2.55e-02    2.80e-02    3.5e-06
  60000      5.10e-02    5.39e-02      8.94e-04    7.15e-04      2.39e-02    2.53e-02    3.5e-06
  61000      6.79e-02    3.80e-02      2.13e-03    5.64e-04      3.83e-02    2.15e-02    2.1e-06
  62000      4.36e-02    4.66e-02      7.48e-04    5.45e-04      2.46e-02    2.64e-02    2.1e-06
  63000      4.34e-02    4.15e-02      5.97e-04    5.84e-04      2.46e-02    2.35e-02    2.1e-06
  64000      7.20e-02    4.26e-02      2.11e-03    1.04e-03      4.06e-02    2.41e-02    2.1e-06
  65000      5.36e-02    5.23e-02      1.03e-03    8.52e-04      3.03e-02    2.96e-02    2.1e-06
  66000      4.05e-02    4.73e-02      1.09e-03    1.29e-03      2.68e-02    3.13e-02    1.3e-06
  67000      5.01e-02    3.63e-02      9.34e-04    7.59e-04      3.32e-02    2.40e-02    1.3e-06
  68000      3.71e-02    3.39e-02      9.60e-04    8.25e-04      2.45e-02    2.24e-02    1.3e-06
  69000      5.40e-02    2.79e-02      8.47e-04    2.77e-04      3.58e-02    1.85e-02    1.3e-06
  70000      5.16e-02    5.90e-02      8.06e-04    1.53e-03      3.42e-02    3.90e-02    1.3e-06
  71000      6.57e-02    2.70e-02      2.19e-03    8.23e-04      4.93e-02    2.03e-02    7.6e-07
  72000      4.28e-02    4.11e-02      1.11e-03    4.70e-04      3.22e-02    3.10e-02    7.6e-07
  73000      2.74e-02    3.88e-02      4.29e-04    5.01e-04      2.06e-02    2.92e-02    7.6e-07
  74000      4.43e-02    3.46e-02      8.88e-04    9.59e-04      3.33e-02    2.60e-02    7.6e-07
  75000      4.69e-02    4.15e-02      7.88e-04    1.47e-03      3.53e-02    3.11e-02    7.6e-07
  76000      4.66e-02    3.67e-02      1.05e-03    6.63e-04      3.85e-02    3.03e-02    4.6e-07
  77000      5.24e-02    3.42e-02      1.07e-03    9.09e-04      4.34e-02    2.82e-02    4.6e-07
  78000      4.55e-02    6.06e-02      1.91e-03    1.22e-03      3.75e-02    5.01e-02    4.6e-07
  79000      3.39e-02    2.49e-02      1.17e-03    8.76e-04      2.80e-02    2.05e-02    4.6e-07
  80000      3.78e-02    4.02e-02      6.36e-04    1.07e-03      3.13e-02    3.32e-02    4.6e-07
  81000      3.07e-02    4.48e-02      3.84e-04    1.12e-03      2.72e-02    3.96e-02    2.7e-07
  82000      2.87e-02    3.13e-02      1.03e-03    7.61e-04      2.53e-02    2.77e-02    2.7e-07
  83000      3.48e-02    2.42e-02      8.01e-04    5.87e-04      3.08e-02    2.14e-02    2.7e-07
  84000      3.65e-02    2.92e-02      3.07e-04    3.60e-04      3.24e-02    2.59e-02    2.7e-07
  85000      3.41e-02    3.35e-02      7.39e-04    8.38e-04      3.02e-02    2.96e-02    2.7e-07
  86000      3.56e-02    3.10e-02      8.51e-04    1.15e-03      3.29e-02    2.86e-02    1.6e-07
  87000      3.73e-02    2.67e-02      5.24e-04    6.28e-04      3.46e-02    2.47e-02    1.6e-07
  88000      3.71e-02    3.33e-02      7.19e-04    6.59e-04      3.43e-02    3.08e-02    1.6e-07
  89000      3.53e-02    2.49e-02      4.60e-04    8.41e-04      3.27e-02    2.30e-02    1.6e-07
  90000      3.07e-02    3.61e-02      2.53e-04    1.13e-03      2.84e-02    3.33e-02    1.6e-07
  91000      3.58e-02    3.53e-02      5.85e-04    5.40e-04      3.42e-02    3.36e-02    9.8e-08
  92000      3.36e-02    2.51e-02      9.00e-04    4.98e-04      3.20e-02    2.39e-02    9.8e-08
  93000      2.23e-02    2.73e-02      6.61e-04    6.39e-04      2.12e-02    2.60e-02    9.8e-08
  94000      2.66e-02    3.28e-02      6.38e-04    7.44e-04      2.53e-02    3.12e-02    9.8e-08
  95000      2.87e-02    2.76e-02      4.03e-04    8.46e-04      2.74e-02    2.63e-02    9.8e-08
  96000      2.02e-02    2.50e-02      2.41e-04    4.31e-04      1.96e-02    2.43e-02    5.9e-08
  97000      2.65e-02    2.39e-02      1.04e-03    8.89e-04      2.56e-02    2.31e-02    5.9e-08
  98000      2.81e-02    2.83e-02      5.82e-04    6.20e-04      2.73e-02    2.75e-02    5.9e-08
  99000      2.64e-02    2.30e-02      4.00e-04    1.04e-03      2.56e-02    2.22e-02    5.9e-08
 100000      3.47e-02    3.76e-02      8.04e-04    1.30e-03      3.36e-02    3.63e-02    5.9e-08
