# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
  47000      1.03e-01    6.64e-02      2.97e-03    2.12e-03      3.12e-02    2.00e-02    9.9e-06
  48000      8.84e-02    5.02e-02      1.76e-03    6.54e-04      2.68e-02    1.52e-02    9.9e-06
  49000      7.68e-02    6.83e-02      3.50e-03    4.78e-03      2.31e-02    2.03e-02    9.9e-06
  50000      6.26e-02    8.24e-02      4.90e-04    7.85e-04      1.90e-02    2.50e-02    9.9e-06
  51000      8.10e-02    8.07e-02      2.08e-03    8.10e-04      3.07e-02    3.07e-02    5.9e-06
  52000      4.10e-02    5.99e-02      6.70e-04    6.15e-04      1.56e-02    2.28e-02    5.9e-06
  53000      5.61e-02    4.93e-02      1.04e-03    1.14e-03      2.13e-02    1.87e-02    5.9e-06
  54000      1.06e-01    7.87e-02      1.43e-03    4.76e-04      4.03e-02    2.99e-02    5.9e-06
  55000      9.41e-02    6.52e-02      1.63e-03    7.42e-04      3.57e-02    2.48e-02    5.9e-06
  56000      4.74e-02    4.35e-02      4.25e-04    4.12e-04      2.22e-02    2.04e-02    3.5e-06
  57000      5.68e-02    5.56e-02      1.01e-03    8.67e-04      2.66e-02    2.61e-02    3.5e-06
  58000      6.16e-02    6.49e-02      1.27e-03    1.17e-03      2.89e-02    3.04e-02    3.5e-06
  59000      6.39e-02    4.71e-02      6.82e-04    2.17e-04      2.99e-02    2.21e-02    3.5e-06
  60000      5.19e-02    4.50e-02      2.18e-04    1.01e-03      2.44e-02    2.11e-02    3.5e-06
  61000      5.87e-02    4.97e-02      9.31e-04    1.05e-03      3.32e-02    2.81e-02    2.1e-06
  62000      6.04e-02    5.73e-02      7.99e-04    7.02e-04      3.41e-02    3.24e-02    2.1e-06
  63000      3.89e-02    4.19e-02      2.93e-04    2.42e-04      2.20e-02    2.37e-02    2.1e-06
  64000      3.23e-02    3.96e-02      8.79e-04    6.27e-04      1.82e-02    2.24e-02    2.1e-06
  65000      3.96e-02    4.41e-02      1.09e-03    6.45e-04      2.24e-02    2.50e-02    2.1e-06
  66000      4.52e-02    4.22e-02      6.52e-04    5.95e-04      3.00e-02    2.80e-02    1.3e-06
  67000      3.53e-02    4.36e-02      2.92e-04    5.41e-04      2.34e-02    2.89e-02    1.3e-06
  68000      3.62e-02    3.08e-02      9.86e-04    9.20e-04      2.40e-02    2.04e-02    1.3e-06
  69000      3.86e-02    3.49e-02      6.51e-04    2.90e-04      2.56e-02    2.31e-02    1.3e-06
  70000      3.57e-02    3.76e-02      7.57e-04    7.99e-04      2.36e-02    2.49e-02    1.3e-06
  71000      4.24e-02    2.79e-02      1.12e-03    4.37e-04      3.19e-02    2.10e-02    7.6e-07
  72000      4.92e-02    3.07e-02      5.57e-04    6.64e-04      3.71e-02    2.31e-02    7.6e-07
  73000      3.64e-02    2.97e-02      8.62e-04    5.75e-04      2.74e-02    2.24e-02    7.6e-07
  74000      3.33e-02    3.29e-02      6.43e-04    4.18e-04      2.50e-02    2.48e-02    7.6e-07
  75000      4.02e-02    3.35e-02      8.45e-04    5.16e-04      3.03e-02    2.52e-02    7.6e-07
  76000      3.29e-02    3.14e-02      6.94e-04    6.02e-04      2.72e-02    2.60e-02    4.6e-07
  77000      4.15e-02    2.28e-02      8.49e-04    4.68e-04      3.43e-02    1.88e-02    4.6e-07
  78000      3.37e-02    2.14e-02      5.96e-04    5.63e-04      2.79e-02    1.77e-02    4.6e-07
  79000      2.68e-02    2.44e-02      7.60e-04    5.10e-04      2.22e-02    2.02e-02    4.6e-07
  80000      3.81e-02    2.83e-02      1.13e-03    7.66e-04      3.14e-02    2.34e-02    4.6e-07
  81000      3.10e-02    3.49e-02      7.41e-04    5.64e-04      2.75e-02    3.09e-02    2.7e-07
  82000      3.09e-02    3.03e-02      8.28e-04    6.82e-04      2.73e-02    2.68e-02    2.7e-07
  83000      2.84e-02    2.78e-02      4.10e-04    8.68e-04      2.52e-02    2.45e-02    2.7e-07
  84000      2.21e-02    2.63e-02      1.81e-04    3.77e-04      1.96e-02    2.33e-02    2.7e-07
  85000      3.18e-02    2.36e-02      6.72e-04    1.75e-04      2.82e-02    2.09e-02    2.7e-07
  86000      2.43e-02    2.77e-02      2.17e-04    1.20e-04      2.25e-02    2.57e-02    1.6e-07
  87000      2.31e-02    1.79e-02      1.53e-04    3.06e-04      2.14e-02    1.65e-02    1.6e-07
  88000      2.32e-02    2.25e-02      7.91e-04    7.09e-04      2.14e-02    2.08e-02    1.6e-07
  89000      3.37e-02    2.56e-02      6.19e-04    3.29e-04      3.12e-02    2.38e-02    1.6e-07
  90000      2.89e-02    2.54e-02      6.84e-04    3.96e-04      2.67e-02    2.35e-02    1.6e-07
  91000      2.36e-02    2.78e-02      2.61e-04    5.44e-04      2.25e-02    2.65e-02    9.8e-08
  92000      2.76e-02    2.37e-02      8.20e-04    5.78e-04      2.62e-02    2.25e-02    9.8e-08
  93000      2.71e-02    2.50e-02      2.24e-04    4.04e-04      2.59e-02    2.39e-02    9.8e-08
  94000      2.78e-02    2.72e-02      7.64e-04    4.42e-04      2.64e-02    2.59e-02    9.8e-08
  95000      3.38e-02    3.10e-02      8.60e-04    9.55e-04      3.22e-02    2.95e-02    9.8e-08
  96000      2.65e-02    2.89e-02      5.44e-04    5.88e-04      2.57e-02    2.80e-02    5.9e-08
  97000      1.92e-02    2.67e-02      1.76e-04    5.52e-04      1.86e-02    2.59e-02    5.9e-08
  98000      2.64e-02    2.49e-02      5.06e-04    3.94e-04      2.56e-02    2.42e-02    5.9e-08
  99000      3.35e-02    2.07e-02      5.11e-04    4.60e-04      3.25e-02    2.01e-02    5.9e-08
 100000      3.29e-02    2.64e-02      6.92e-04    3.55e-04      3.19e-02    2.56e-02    5.9e-08
