# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
  23000      4.22e-01    5.42e-01      3.95e-03    3.17e-03      3.71e-02    4.76e-02    1.3e-04
  24000      3.79e-01    3.93e-01      8.66e-04    3.45e-03      3.33e-02    3.45e-02    1.3e-04
  25000      4.72e-01    3.73e-01      5.53e-03    7.15e-03      4.14e-02    3.28e-02    1.3e-04
  26000      2.79e-01    3.14e-01      4.34e-03    3.28e-03      3.16e-02    3.56e-02    7.7e-05
  27000      2.46e-01    2.63e-01      4.36e-03    4.76e-03      2.78e-02    2.98e-02    7.7e-05
  28000      2.88e-01    2.87e-01      3.29e-03    5.58e-03      3.27e-02    3.25e-02    7.7e-05
  29000      2.85e-01    3.36e-01      3.48e-03    1.02e-03      3.23e-02    3.81e-02    7.7e-05
  30000      3.59e-01    2.30e-01      5.88e-04    1.19e-03      4.07e-02    2.61e-02    7.7e-05
  31000      2.03e-01    1.68e-01      1.43e-03    8.27e-04      2.96e-02    2.45e-02    4.6e-05
  32000      2.83e-01    1.51e-01      2.11e-03    1.82e-03      4.13e-02    2.20e-02    4.6e-05
  33000      1.70e-01    2.30e-01      1.51e-03    1.39e-03      2.47e-02    3.35e-02    4.6e-05
  34000      2.12e-01    2.02e-01      4.58e-03    3.13e-03      3.09e-02    2.94e-02    4.6e-05
  35000      1.76e-01    1.33e-01      2.44e-03    9.14e-04      2.56e-02    1.93e-02    4.6e-05
  36000      1.55e-01    1.38e-01      1.65e-03    6.97e-04      2.90e-02    2.58e-02    2.8e-05
  37000      1.34e-01    1.30e-01      5.75e-04    1.17e-03      2.50e-02    2.43e-02    2.8e-05
  38000      1.69e-01    1.69e-01      1.30e-03    4.58e-04      3.16e-02    3.16e-02    2.8e-05
  39000      1.53e-01    1.64e-01      1.16e-03    1.66e-03      2.87e-02    3.06e-02    2.8e-05
  40000      1.31e-01    1.10e-01      1.56e-03    9.26e-04      2.45e-02    2.06e-02    2.8e-05
  41000      1.01e-01    1.41e-01      5.32e-04    6.89e-04      2.40e-02    3.38e-02    1.7e-05
  42000      1.07e-01    1.06e-01      1.22e-03    9.50e-04      2.55e-02    2.54e-02    1.7e-05
  43000      1.07e-01    1.01e-01      1.11e-03    1.20e-03      2.57e-02    2.42e-02    1.7e-05
  44000      1.27e-01    1.04e-01      1.17e-03    6.19e-04      3.03e-02    2.48e-02    1.7e-05
  45000      1.33e-01    1.26e-01      1.27e-03    8.84e-04      3.19e-02    3.02e-02    1.7e-05
  46000      1.01e-01    9.00e-02      6.03e-04    8.14e-04      3.07e-02    2.73e-02    9.9e-06
  47000      8.09e-02    1.02e-01      1.04e-03    1.70e-03      2.45e-02    3.09e-02    9.9e-06
  48000      1.11e-01    1.16e-01      2.04e-03    7.34e-04      3.35e-02    3.50e-02    9.9e-06
  49000      8.41e-02    9.69e-02      2.94e-04    1.74e-03      2.55e-02    2.93e-02    9.9e-06
  50000      7.99e-02    1.04e-01      1.76e-03    7.47e-04      2.42e-02    3.15e-02    9.9e-06
  51000      6.15e-02    6.12e-02      1.54e-05    2.45e-04      2.34e-02    2.33e-02    5.9e-06
  52000      7.42e-02    5.43e-02      6.30e-04    2.62e-04      2.82e-02    2.06e-02    5.9e-06
  53000      5.04e-02    6.10e-02      1.28e-03    1.12e-03      1.91e-02    2.32e-02    5.9e-06
  54000      7.74e-02    6.67e-02      9.30e-04    2.97e-04      2.94e-02    2.54e-02    5.9e-06
  55000      6.63e-02    5.46e-02      5.74e-04    8.00e-04      2.52e-02    2.08e-02    5.9e-06
  56000      6.30e-02    4.93e-02      6.35e-04    4.97e-04      2.95e-02    2.31e-02    3.5e-06
  57000      6.85e-02    5.76e-02      1.34e-03    5.70e-04      3.21e-02    2.70e-02    3.5e-06
  58000      4.63e-02    3.87e-02      3.18e-04    4.53e-04      2.17e-02    1.82e-02    3.5e-06
  59000      5.73e-02    5.51e-02      8.23e-04    5.03e-04      2.69e-02    2.59e-02    3.5e-06
  60000      3.69e-02    5.33e-02      4.05e-04    6.81e-04      1.73e-02    2.50e-02    3.5e-06
  61000      4.87e-02    5.05e-02      4.09e-04    5.85e-04      2.76e-02    2.86e-02    2.1e-06
  62000      4.88e-02    4.56e-02      6.69e-04    5.55e-04      2.76e-02    2.58e-02    2.1e-06
  63000      3.79e-02    4.05e-02      9.02e-04    1.33e-03      2.14e-02    2.28e-02    2.1e-06
  64000      5.26e-02    4.12e-02      8.30e-04    3.75e-04      2.98e-02    2.33e-02    2.1e-06
  65000      3.14e-02    4.88e-02      5.82e-04    1.27e-03      1.77e-02    2.76e-02    2.1e-06
  66000      3.89e-02    4.98e-02      1.85e-04    1.47e-03      2.58e-02    3.30e-02    1.3e-06
  67000      3.50e-02    3.29e-02      1.96e-04    1.92e-04      2.32e-02    2.18e-02    1.3e-06
  68000      4.90e-02    4.16e-02      8.94e-04    1.09e-03      3.25e-02    2.75e-02    1.3e-06
  69000      4.42e-02    3.46e-02      1.35e-03    3.77e-04      2.93e-02    2.29e-02    1.3e-06
  70000      4.17e-02    4.20e-02      9.44e-04    7.66e-04      2.76e-02    2.78e-02    1.3e-06
  71000      4.52e-02    3.09e-02      1.00e-03    5.27e-04      3.40e-02    2.33e-02    7.6e-07
  72000      2.48e-02    3.61e-02      3.59e-04    4.37e-04      1.87e-02    2.72e-02    7.6e-07
  73000      3.37e-02    3.10e-02      3.82e-04    7.85e-04      2.54e-02    2.33e-02    7.6e-07
  74000      4.12e-02    2.72e-02      4.33e-04    3.12e-04      3.10e-02    2.05e-02    7.6e-07
  75000      3.14e-02    3.07e-02      8.74e-04    6.18e-04      2.36e-02    2.31e-02    7.6e-07
  76000      3.34e-02    3.39e-02      4.53e-04    9.48e-04      2.77e-02    2.80e-02    4.6e-07
  77000      3.11e-02    2.65e-02      2.47e-04    2.18e-04      2.58e-02    2.20e-02    4.6e-07
  78000      2.72e-02    2.14e-02      1.93e-04    2.80e-04      2.26e-02    1.77e-02    4.6e-07
  79000      2.69e-02    2.28e-02      8.99e-04    1.16e-04      2.22e-02    1.89e-02    4.6e-07
  80000      2.65e-02    2.29e-02      4.98e-04    3.01e-04      2.19e-02    1.90e-02    4.6e-07
  81000      3.26e-02    3.15e-02      4.97e-04    5.53e-04      2.89e-02    2.78e-02    2.7e-07
  82000      2.64e-02    1.72e-02      8.58e-04    2.53e-04      2.33e-02    1.52e-02    2.7e-07
  83000      3.19e-02    2.17e-02      5.34e-04    2.75e-04      2.83e-02    1.92e-02    2.7e-07
  84000      3.41e-02    2.96e-02      1.39e-03    6.76e-04      3.00e-02    2.62e-02    2.7e-07
  85000      2.40e-02    2.67e-02      8.97e-04    6.39e-04      2.12e-02    2.36e-02    2.7e-07
  86000      2.60e-02    2.75e-02      6.49e-04    6.12e-04      2.40e-02    2.55e-02    1.6e-07
  87000      2.57e-02    2.07e-02      7.41e-04    5.32e-04      2.37e-02    1.91e-02    1.6e-07
  88000      2.22e-02    2.82e-02      4.72e-04    8.47e-04      2.06e-02    2.60e-02    1.6e-07
  89000      3.23e-02    3.16e-02      7.52e-04    7.58e-04      2.99e-02    2.92e-02    1.6e-07
  90000      1.89e-02    2.99e-02      5.00e-04    6.14e-04      1.75e-02    2.77e-02    1.6e-07
  91000      2.45e-02    2.56e-02      5.26e-04    5.82e-04      2.33e-02    2.43e-02    9.8e-08
  92000      2.45e-02    2.33e-02      8.88e-04    5.75e-04      2.33e-02    2.21e-02    9.8e-08
  93000      2.60e-02    2.67e-02      6.32e-04    5.10e-04      2.47e-02    2.55e-02    9.8e-08
  94000      2.54e-02    2.28e-02      4.84e-04    3.05e-04      2.42e-02    2.18e-02    9.8e-08
  95000      2.77e-02    3.18e-02      5.60e-04    1.49e-03      2.64e-02    3.01e-02    9.8e-08
  96000      2.24e-02    2.47e-02      7.27e-04    4.11e-04      2.17e-02    2.40e-02    5.9e-08
  97000      2.19e-02    1.89e-02      3.84e-04    6.89e-04      2.12e-02    1.83e-02    5.9e-08
  98000      2.35e-02    2.09e-02      9.98e-04    2.67e-04      2.27e-02    2.03e-02    5.9e-08
  99000      2.85e-02    2.17e-02      1.14e-03    4.48e-04      2.75e-02    2.10e-02    5.9e-08
 100000      2.35e-02    2.84e-02      6.27e-04    9.75e-04      2.28e-02    2.74e-02    5.9e-08
