# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
  44000      1.39e-01    1.05e-01      1.32e-03    6.54e-04      3.32e-02    2.51e-02    1.7e-05
  45000      1.47e-01    1.15e-01      8.40e-04    8.87e-04      3.52e-02    2.76e-02    1.7e-05
  46000      8.66e-02    6.99e-02      7.07e-04    2.87e-04      2.63e-02    2.12e-02    9.9e-06
  47000      7.38e-02    9.00e-02      2.24e-04    1.48e-03      2.24e-02    2.72e-02    9.9e-06
  48000      1.13e-01    9.54e-02      9.10e-04    1.14e-03      3.41e-02    2.89e-02    9.9e-06
  49000      6.65e-02    8.85e-02      8.68e-04    9.90e-04      2.01e-02    2.68e-02    9.9e-06
  50000      1.18e-01    4.90e-02      1.23e-03    1.39e-03      3.57e-02    1.48e-02    9.9e-06
  51000      6.19e-02    6.37e-02      5.41e-04    9.11e-04      2.35e-02    2.42e-02    5.9e-06
  52000      1.00e-01    7.69e-02      1.19e-03    8.00e-04      3.81e-02    2.92e-02    5.9e-06
  53000      8.08e-02    6.80e-02      1.11e-03    1.83e-03      3.07e-02    2.58e-02    5.9e-06
  54000      6.24e-02    6.58e-02      2.19e-03    2.01e-03      2.36e-02    2.49e-02    5.9e-06
  55000      5.93e-02    6.69e-02      5.86e-04    5.87e-04      2.25e-02    2.54e-02    5.9e-06
  56000      3.84e-02    4.77e-02      5.21e-04    5.45e-04      1.80e-02    2.24e-02    3.5e-06
  57000      8.66e-02    5.96e-02      9.39e-04    6.13e-04      4.06e-02    2.79e-02    3.5e-06
  58000      5.74e-02    4.68e-02      3.91e-04    6.93e-04      2.69e-02    2.19e-02    3.5e-06
  59000      5.95e-02    5.01e-02      7.04e-04    8.47e-04      2.79e-02    2.35e-02    3.5e-06
  60000      8.23e-02    2.85e-02      1.49e-03    9.47e-04      3.86e-02    1.33e-02    3.5e-06
  61000      3.87e-02    5.10e-02      6.41e-04    9.99e-04      2.19e-02    2.88e-02    2.1e-06
  62000      4.46e-02    3.49e-02      5.68e-04    4.43e-04      2.52e-02    1.97e-02    2.1e-06
  63000      6.32e-02    4.45e-02      1.29e-03    1.04e-03      3.57e-02    2.51e-02    2.1e-06
  64000      5.18e-02    3.48e-02      1.15e-03    7.56e-04      2.93e-02    1.97e-02    2.1e-06
  65000      4.11e-02    3.15e-02      3.75e-04    4.20e-04      2.33e-02    1.78e-02    2.1e-06
  66000      4.89e-02    3.83e-02      2.22e-04    2.67e-04      3.24e-02    2.54e-02    1.3e-06
  67000      3.37e-02    3.60e-02      3.77e-04    5.46e-04      2.23e-02    2.39e-02    1.3e-06
  68000      4.24e-02    3.61e-02      9.36e-04    3.39e-04      2.81e-02    2.40e-02    1.3e-06
  69000      3.71e-02    3.24e-02      6.88e-04    4.99e-04      2.46e-02    2.15e-02    1.3e-06
  70000      3.51e-02    5.17e-02      5.18e-04    6.50e-04      2.33e-02    3.43e-02    1.3e-06
  71000      4.90e-02    3.18e-02      6.38e-04    3.76e-04      3.69e-02    2.39e-02    7.6e-07
  72000      3.65e-02    2.71e-02      5.90e-04    2.71e-04      2.75e-02    2.04e-02    7.6e-07
  73000      2.99e-02    3.54e-02      1.90e-04    7.03e-04      2.25e-02    2.67e-02    7.6e-07
  74000      3.96e-02    2.92e-02      8.07e-04    7.18e-04      2.98e-02    2.20e-02    7.6e-07
  75000      4.42e-02    3.64e-02      7.84e-04    8.07e-04      3.33e-02    2.74e-02    7.6e-07
  76000      2.66e-02    3.03e-02      4.84e-04    6.70e-04      2.20e-02    2.51e-02    4.6e-07
  77000      3.72e-02    2.86e-02      1.00e-03    1.15e-03      3.08e-02    2.36e-02    4.6e-07
  78000      3.31e-02    2.54e-02      5.54e-04    8.72e-04      2.74e-02    2.10e-02    4.6e-07
  79000      3.17e-02    2.56e-02      4.25e-04    6.37e-04      2.63e-02    2.11e-02    4.6e-07
  80000      3.30e-02    2.65e-02      5.79e-04    4.25e-04      2.74e-02    2.20e-02    4.6e-07
  81000      2.58e-02    2.30e-02      6.58e-04    3.95e-04      2.28e-02    2.04e-02    2.7e-07
  82000      3.86e-02    2.67e-02      8.55e-04    4.09e-04      3.41e-02    2.37e-02    2.7e-07
  83000      2.78e-02    2.85e-02      7.69e-04    4.67e-04      2.46e-02    2.52e-02    2.7e-07
  84000      2.77e-02    2.25e-02      7.51e-04    2.02e-04      2.44e-02    1.99e-02    2.7e-07
  85000      2.75e-02    2.49e-02      2.82e-04    8.35e-04      2.43e-02    2.19e-02    2.7e-07
  86000      2.67e-02    3.50e-02      5.26e-04    8.99e-04      2.47e-02    3.23e-02    1.6e-07
  87000      2.49e-02    2.52e-02      3.13e-04    5.47e-04      2.30e-02    2.34e-02    1.6e-07
  88000      2.61e-02    2.06e-02      1.21e-04    3.39e-04      2.42e-02    1.91e-02    1.6e-07
  89000      2.66e-02    2.78e-02      3.99e-04    9.73e-04      2.46e-02    2.56e-02    1.6e-07
  90000      2.70e-02    2.17e-02      7.30e-04    7.89e-04      2.50e-02    2.01e-02    1.6e-07
  91000      2.10e-02    2.13e-02      7.04e-04    6.09e-04      1.99e-02    2.03e-02    9.8e-08
  92000      2.15e-02    2.43e-02      4.55e-04    6.09e-04      2.04e-02    2.32e-02    9.8e-08
  93000      2.62e-02    2.49e-02      4.47e-04    6.58e-04      2.50e-02    2.37e-02    9.8e-08
  94000      2.69e-02    1.73e-02      5.82e-04    5.26e-04      2.56e-02    1.65e-02    9.8e-08
  95000      2.06e-02    2.19e-02      2.21e-04    3.54e-04      1.97e-02    2.09e-02    9.8e-08
  96000      2.07e-02    1.95e-02      6.41e-04    6.66e-04      2.01e-02    1.88e-02    5.9e-08
  97000      3.09e-02    2.98e-02      3.83e-04    7.06e-04      3.01e-02    2.89e-02    5.9e-08
  98000      2.38e-02    2.59e-02      3.97e-04    5.37e-04      2.31e-02    2.52e-02    5.9e-08
  99000      2.68e-02    1.85e-02      4.47e-04    4.43e-04      2.60e-02    1.79e-02    5.9e-08
 100000      2.85e-02    2.76e-02      3.38e-04    8.75e-04      2.77e-02    2.67e-02    5.9e-08
