# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
  40000      1.88e-01    1.38e-01      1.49e-03    6.69e-04      3.52e-02    2.59e-02    2.8e-05
  41000      1.20e-01    9.81e-02      1.04e-03    1.69e-03      2.87e-02    2.34e-02    1.7e-05
  42000      1.57e-01    1.06e-01      2.44e-03    2.77e-03      3.75e-02    2.53e-02    1.7e-05
  43000      1.09e-01    1.17e-01      1.55e-03    1.16e-03      2.61e-02    2.81e-02    1.7e-05
  44000      1.20e-01    9.53e-02      1.47e-03    9.76e-04      2.87e-02    2.28e-02    1.7e-05
  45000      1.12e-01    9.79e-02      1.15e-03    1.48e-03      2.68e-02    2.34e-02    1.7e-05
  46000      9.01e-02    6.69e-02      7.59e-04    8.54e-04      2.73e-02    2.03e-02    9.9e-06
  47000      7.83e-02    6.95e-02      5.05e-04    9.38e-04      2.37e-02    2.11e-02    9.9e-06
  48000      1.30e-01    7.84e-02      9.01e-04    6.29e-04      3.93e-02    2.38e-02    9.9e-06
  49000      7.29e-02    8.04e-02      8.58e-05    3.20e-04      2.21e-02    2.44e-02    9.9e-06
  50000      8.21e-02    7.10e-02      9.53e-04    1.25e-03      2.49e-02    2.15e-02    9.9e-06
  51000      7.46e-02    6.81e-02      5.28e-04    5.58e-04      2.83e-02    2.59e-02    5.9e-06
  52000      9.13e-02    5.66e-02      5.11e-04    9.67e-04      3.47e-02    2.15e-02    5.9e-06
  53000      7.60e-02    5.69e-02      9.84e-04    8.83e-04      2.89e-02    2.16e-02    5.9e-06
  54000      7.19e-02    6.37e-02      1.99e-03    1.20e-03      2.72e-02    2.42e-02    5.9e-06
  55000      7.29e-02    6.69e-02      7.79e-04    8.34e-04      2.77e-02    2.54e-02    5.9e-06
  56000      4.61e-02    5.20e-02      3.78e-04    5.79e-04      2.16e-02    2.44e-02    3.5e-06
  57000      4.81e-02    5.75e-02      5.71e-04    9.05e-04      2.26e-02    2.69e-02    3.5e-06
  58000      5.71e-02    5.43e-02      6.72e-04    6.56e-04      2.68e-02    2.55e-02    3.5e-06
  59000      7.43e-02    6.26e-02      2.95e-04    8.40e-04      3.48e-02    2.93e-02    3.5e-06
  60000      5.16e-02    5.01e-02      5.46e-04    2.88e-04      2.42e-02    2.35e-02    3.5e-06
  61000      4.84e-02    4.91e-02      8.74e-04    1.08e-03      2.73e-02    2.77e-02    2.1e-06
  62000      4.10e-02    2.74e-02      5.45e-04    2.94e-04      2.32e-02    1.55e-02    2.1e-06
  63000      4.29e-02    3.91e-02      2.29e-04    6.59e-04      2.43e-02    2.21e-02    2.1e-06
  64000      6.43e-02    5.29e-02      5.30e-04    7.41e-04      3.64e-02    2.99e-02    2.1e-06
  65000      3.78e-02    3.73e-02      3.49e-04    6.59e-04      2.14e-02    2.11e-02    2.1e-06
  66000      4.09e-02    4.89e-02      3.07e-04    3.60e-04      2.71e-02    3.24e-02    1.3e-06
  67000      3.44e-02    3.03e-02      3.51e-04    2.53e-04      2.28e-02    2.01e-02    1.3e-06
  68000      3.34e-02    2.58e-02      6.98e-04    3.18e-04      2.21e-02    1.71e-02    1.3e-06
  69000      5.40e-02    3.85e-02      7.12e-04    1.15e-04      3.58e-02    2.56e-02    1.3e-06
  70000      3.62e-02    3.01e-02      7.51e-04    4.73e-04      2.40e-02    2.00e-02    1.3e-06
  71000      3.83e-02    3.33e-02      1.02e-03    6.00e-04      2.88e-02    2.51e-02    7.6e-07
  72000      4.07e-02    3.21e-02      5.50e-04    7.86e-04      3.06e-02    2.42e-02    7.6e-07
  73000      3.73e-02    3.72e-02      1.92e-04    6.27e-04      2.81e-02    2.80e-02    7.6e-07
  74000      5.32e-02    2.80e-02      7.03e-04    6.29e-04      4.01e-02    2.11e-02    7.6e-07
  75000      3.51e-02    3.20e-02      3.59e-04    6.72e-04      2.64e-02    2.41e-02    7.6e-07
  76000      4.07e-02    2.54e-02      6.54e-04    5.28e-04      3.37e-02    2.10e-02    4.6e-07
  77000      3.39e-02    2.84e-02      4.29e-04    2.16e-04      2.81e-02    2.36e-02    4.6e-07
  78000      3.03e-02    3.01e-02      5.12e-04    3.84e-04      2.51e-02    2.49e-02    4.6e-07
  79000      2.47e-02    2.54e-02      4.03e-04    4.86e-04      2.05e-02    2.10e-02    4.6e-07
  80000      3.45e-02    2.66e-02      6.50e-04    8.69e-04      2.86e-02    2.20e-02    4.6e-07
  81000      2.74e-02    3.08e-02      6.10e-04    5.98e-04      2.43e-02    2.72e-02    2.7e-07
  82000      2.37e-02    2.29e-02      4.79e-04    3.31e-04      2.09e-02    2.02e-02    2.7e-07
  83000      2.79e-02    2.33e-02      3.13e-04    4.28e-04      2.48e-02    2.06e-02    2.7e-07
  84000      2.31e-02    2.15e-02      2.46e-04    3.00e-04      2.04e-02    1.91e-02    2.7e-07
  85000      2.82e-02    2.57e-02      7.81e-04    5.20e-04      2.49e-02    2.28e-02    2.7e-07
  86000      2.55e-02    2.59e-02      3.18e-04    2.33e-04      2.37e-02    2.40e-02    1.6e-07
  87000      3.22e-02    2.11e-02      7.24e-04    2.41e-04      2.98e-02    1.96e-02    1.6e-07
  88000      2.69e-02    2.10e-02      6.16e-04    3.21e-04      2.48e-02    1.94e-02    1.6e-07
  89000      3.97e-02    2.63e-02      6.36e-04    3.95e-04      3.68e-02    2.43e-02    1.6e-07
  90000      2.64e-02    2.89e-02      4.51e-04    4.52e-04      2.45e-02    2.67e-02    1.6e-07
  91000      3.28e-02    1.88e-02      5.58e-04    5.97e-04      3.13e-02    1.79e-02    9.8e-08
  92000      2.84e-02    2.38e-02      2.96e-04    4.37e-04      2.71e-02    2.27e-02    9.8e-08
  93000      2.21e-02    2.82e-02      4.06e-04    4.51e-04      2.11e-02    2.69e-02    9.8e-08
  94000      3.38e-02    1.93e-02      7.16e-04    3.28e-04      3.22e-02    1.84e-02    9.8e-08
  95000      3.53e-02    2.12e-02      6.40e-04    6.03e-04      3.36e-02    2.02e-02    9.8e-08
  96000      3.06e-02    2.01e-02      3.74e-04    5.77e-04      2.98e-02    1.95e-02    5.9e-08
  97000      3.02e-02    2.10e-02      6.31e-04    3.33e-04      2.93e-02    2.04e-02    5.9e-08
  98000      3.39e-02    2.98e-02      5.89e-04    5.03e-04      3.29e-02    2.89e-02    5.9e-08
  99000      2.69e-02    2.18e-02      5.39e-04    5.57e-04      2.61e-02    2.11e-02    5.9e-08
 100000      2.92e-02    2.69e-02      8.78e-04    6.28e-04      2.82e-02    2.61e-02    5.9e-08
