# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
  46000      9.13e-02    9.59e-02      1.07e-03    1.59e-03      2.77e-02    2.90e-02    9.9e-06
  47000      9.86e-02    1.05e-01      1.16e-03    1.06e-03      2.99e-02    3.17e-02    9.9e-06
  48000      8.92e-02    9.40e-02      8.32e-04    1.21e-03      2.70e-02    2.85e-02    9.9e-06
  49000      1.27e-01    8.52e-02      1.09e-03    8.21e-04      3.86e-02    2.58e-02    9.9e-06
  50000      1.08e-01    8.12e-02      8.85e-04    3.45e-04      3.28e-02    2.46e-02    9.9e-06
  51000      1.06e-01    1.02e-01      1.02e-03    1.39e-03      4.03e-02    3.86e-02    5.9e-06
  52000      8.29e-02    7.49e-02      9.48e-04    1.00e-03      3.15e-02    2.85e-02    5.9e-06
  53000      8.42e-02    6.79e-02      3.60e-04    9.54e-04      3.20e-02    2.58e-02    5.9e-06
  54000      9.60e-02    5.15e-02      9.88e-04    4.61e-04      3.65e-02    1.96e-02    5.9e-06
  55000      6.85e-02    5.18e-02      6.60e-04    1.93e-04      2.60e-02    1.97e-02    5.9e-06
  56000      7.31e-02    4.95e-02      1.26e-03    8.30e-04      3.42e-02    2.32e-02    3.5e-06
  57000      6.50e-02    5.40e-02      6.92e-04    3.78e-04      3.05e-02    2.53e-02    3.5e-06
  58000      7.68e-02    6.07e-02      9.03e-04    8.71e-04      3.60e-02    2.85e-02    3.5e-06
  59000      7.39e-02    6.13e-02      9.60e-04    1.15e-03      3.46e-02    2.87e-02    3.5e-06
  60000      5.01e-02    5.12e-02      1.17e-03    8.54e-04      2.34e-02    2.40e-02    3.5e-06
  61000      5.33e-02    6.41e-02      7.05e-04    1.06e-03      3.02e-02    3.62e-02    2.1e-06
  62000      4.40e-02    4.27e-02      4.16e-04    6.67e-04      2.49e-02    2.41e-02    2.1e-06
  63000      6.28e-02    5.52e-02      8.50e-04    7.10e-04      3.55e-02    3.12e-02    2.1e-06
  64000      3.03e-02    7.26e-02      4.35e-04    1.37e-03      1.71e-02    4.10e-02    2.1e-06
  65000      5.12e-02    5.13e-02      7.90e-04    6.51e-04      2.90e-02    2.90e-02    2.1e-06
  66000      5.51e-02    4.79e-02      4.77e-04    1.06e-03      3.66e-02    3.17e-02    1.3e-06
  67000      5.75e-02    5.20e-02      7.69e-04    1.12e-03      3.81e-02    3.44e-02    1.3e-06
  68000      5.04e-02    2.81e-02      1.01e-03    5.94e-04      3.34e-02    1.86e-02    1.3e-06
  69000      5.81e-02    2.88e-02      1.17e-03    2.64e-04      3.85e-02    1.91e-02    1.3e-06
  70000      4.32e-02    3.24e-02      8.68e-04    2.80e-04      2.86e-02    2.15e-02    1.3e-06
  71000      3.73e-02    3.23e-02      8.80e-04    2.59e-04      2.81e-02    2.44e-02    7.6e-07
  72000      6.29e-02    4.08e-02      1.40e-03    9.83e-04      4.73e-02    3.07e-02    7.6e-07
  73000      4.66e-02    3.67e-02      1.05e-03    8.76e-04      3.50e-02    2.76e-02    7.6e-07
  74000      3.89e-02    3.57e-02      9.75e-04    4.41e-04      2.92e-02    2.69e-02    7.6e-07
  75000      2.86e-02    3.78e-02      6.93e-04    1.20e-03      2.15e-02    2.84e-02    7.6e-07
  76000      2.94e-02    4.98e-02      4.51e-04    8.57e-04      2.43e-02    4.13e-02    4.6e-07
  77000      2.88e-02    4.00e-02      3.78e-04    6.77e-04      2.39e-02    3.31e-02    4.6e-07
  78000      4.13e-02    2.70e-02      4.19e-04    8.88e-04      3.42e-02    2.23e-02    4.6e-07
  79000      4.81e-02    3.62e-02      9.66e-04    7.21e-04      3.98e-02    3.00e-02    4.6e-07
  80000      4.11e-02    3.42e-02      9.04e-04    3.60e-04      3.40e-02    2.83e-02    4.6e-07
  81000      3.20e-02    2.48e-02      1.07e-03    1.73e-04      2.82e-02    2.20e-02    2.7e-07
  82000      3.45e-02    3.28e-02      6.76e-04    6.94e-04      3.06e-02    2.90e-02    2.7e-07
  83000      3.00e-02    2.42e-02      2.54e-04    2.50e-04      2.66e-02    2.14e-02    2.7e-07
  84000      2.52e-02    3.05e-02      3.11e-04    5.71e-04      2.23e-02    2.70e-02    2.7e-07
  85000      2.74e-02    3.51e-02      3.79e-04    9.77e-04      2.43e-02    3.10e-02    2.7e-07
  86000      3.86e-02    3.61e-02      8.64e-04    6.85e-04      3.57e-02    3.34e-02    1.6e-07
  87000      3.85e-02    2.02e-02      9.78e-04    7.56e-04      3.56e-02    1.87e-02    1.6e-07
  88000      2.54e-02    2.39e-02      3.23e-04    3.13e-04      2.36e-02    2.22e-02    1.6e-07
  89000      3.57e-02    2.95e-02      4.60e-04    7.79e-04      3.30e-02    2.72e-02    1.6e-07
  90000      2.21e-02    3.34e-02      1.78e-04    1.12e-03      2.05e-02    3.08e-02    1.6e-07
  91000      3.38e-02    2.49e-02      4.92e-04    5.39e-04      3.22e-02    2.37e-02    9.8e-08
  92000      3.17e-02    3.03e-02      6.38e-04    8.79e-04      3.02e-02    2.88e-02    9.8e-08
  93000      3.33e-02    2.68e-02      8.69e-04    2.63e-04      3.17e-02    2.55e-02    9.8e-08
  94000      2.47e-02    3.00e-02      1.02e-03    1.17e-03      2.34e-02    2.84e-02    9.8e-08
  95000      3.34e-02    3.26e-02      8.31e-04    7.29e-04      3.18e-02    3.11e-02    9.8e-08
  96000      4.08e-02    3.38e-02      5.76e-04    1.02e-03      3.96e-02    3.28e-02    5.9e-08
  97000      2.34e-02    2.84e-02      8.04e-04    6.01e-04      2.27e-02    2.76e-02    5.9e-08
  98000      2.16e-02    2.18e-02      6.29e-04    5.05e-04      2.09e-02    2.12e-02    5.9e-08
  99000      2.31e-02    2.90e-02      2.90e-04    1.07e-03      2.24e-02    2.81e-02    5.9e-08
 100000      2.70e-02    2.94e-02      5.30e-04    8.18e-04      2.62e-02    2.85e-02    5.9e-08
