# Step   Epot       Ekin       Total      Temp   Pressure(GPa)  Volume(Å³)  
369.0    -438.117536 0.445538   -437.671998 430.86 -0.149430      1728.0000   
370.0    -438.166944 0.409923   -437.757021 396.41 -0.102150      1728.0000   
371.0    -438.188976 0.459874   -437.729102 444.72 -0.049088      1728.0000   
372.0    -438.203207 0.463264   -437.739943 448.00 -0.039184      1728.0000   
373.0    -438.256049 0.566104   -437.689945 547.45 0.003814       1728.0000   
374.0    -438.274148 0.443698   -437.830450 429.08 0.040212       1728.0000   
375.0    -438.268245 0.219100   -438.049145 211.88 0.045706       1728.0000   
376.0    -438.242319 0.476253   -437.766066 460.56 -0.013289      1728.0000   
377.0    -438.181601 0.317361   -437.864240 306.90 -0.043580      1728.0000   
378.0    -438.199101 0.282026   -437.917076 272.73 -0.101031      1728.0000   
379.0    -438.197491 0.403645   -437.793845 390.34 -0.130862      1728.0000   
380.0    -438.161598 0.298539   -437.863058 288.70 -0.111360      1728.0000   
381.0    -438.130185 0.342579   -437.787606 331.29 -0.084688      1728.0000   
382.0    -438.121796 0.395241   -437.726556 382.22 -0.037101      1728.0000   
383.0    -438.166922 0.447038   -437.719885 432.30 0.010481       1728.0000   
384.0    -438.189581 0.634551   -437.555030 613.64 0.033131       1728.0000   
385.0    -438.204504 0.343356   -437.861148 332.04 0.041016       1728.0000   
386.0    -438.234714 0.461358   -437.773356 446.15 0.058597       1728.0000   
387.0    -438.210008 0.359302   -437.850706 347.46 0.064414       1728.0000   
388.0    -438.177232 0.209547   -437.967685 202.64 0.061073       1728.0000   
389.0    -438.193976 0.526469   -437.667507 509.12 -0.003394      1728.0000   
390.0    -438.171741 0.368525   -437.803217 356.38 -0.063300      1728.0000   
391.0    -438.135819 0.274986   -437.860832 265.92 -0.081618      1728.0000   
392.0    -438.153381 0.348557   -437.804824 337.07 -0.073684      1728.0000   
393.0    -438.206153 0.494499   -437.711654 478.20 -0.094127      1728.0000   
394.0    -438.271790 0.516411   -437.755379 499.39 -0.113112      1728.0000   
395.0    -438.294204 0.307522   -437.986683 297.39 -0.103462      1728.0000   
396.0    -438.247428 0.439086   -437.808341 424.62 -0.037272      1728.0000   
397.0    -438.164803 0.358228   -437.806575 346.42 0.056735       1728.0000   
398.0    -438.166530 0.453284   -437.713246 438.35 0.145786       1728.0000   
399.0    -438.177933 0.376777   -437.801155 364.36 0.204324       1728.0000   
400.0    -438.154664 0.360757   -437.793907 348.87 0.214744       1728.0000   
401.0    -438.177864 0.576308   -437.601556 557.31 0.158461       1728.0000   
402.0    -438.207668 0.548393   -437.659275 530.32 0.014313       1728.0000   
403.0    -438.136045 0.240267   -437.895778 232.35 -0.150970      1728.0000   
404.0    -438.029098 0.344147   -437.684951 332.81 -0.269630      1728.0000   
405.0    -437.940759 0.277622   -437.663137 268.47 -0.317196      1728.0000   
406.0    -438.038186 0.457590   -437.580596 442.51 -0.264372      1728.0000   
407.0    -438.192828 0.468459   -437.724370 453.02 -0.139072      1728.0000   
408.0    -438.313924 0.555785   -437.758139 537.47 -0.016599      1728.0000   
409.0    -438.312072 0.536927   -437.775145 519.23 0.110034       1728.0000   
410.0    -438.291315 0.395025   -437.896291 382.01 0.163283       1728.0000   
411.0    -438.287666 0.559152   -437.728514 540.72 0.158290       1728.0000   
412.0    -438.302921 0.500851   -437.802070 484.34 0.103627       1728.0000   
413.0    -438.322584 0.494658   -437.827926 478.36 -0.001525      1728.0000   
414.0    -438.285924 0.471695   -437.814229 456.15 -0.089294      1728.0000   
415.0    -438.202094 0.384199   -437.817895 371.54 -0.152221      1728.0000   
416.0    -438.234896 0.522395   -437.712501 505.18 -0.168884      1728.0000   
417.0    -438.313576 0.531871   -437.781705 514.34 -0.121239      1728.0000   
418.0    -438.315967 0.441742   -437.874225 427.18 -0.034141      1728.0000   
419.0    -438.218974 0.261739   -437.957235 253.11 0.041712       1728.0000   
420.0    -438.220471 0.383321   -437.837150 370.69 0.110357       1728.0000   
421.0    -438.326026 0.601486   -437.724540 581.66 0.104941       1728.0000   
422.0    -438.322799 0.416754   -437.906044 403.02 0.072222       1728.0000   
423.0    -438.244312 0.416601   -437.827711 402.87 0.020832       1728.0000   
424.0    -438.088007 0.397416   -437.690592 384.32 -0.008648      1728.0000   
425.0    -437.972803 0.317145   -437.655658 306.69 -0.039324      1728.0000   
426.0    -437.975616 0.372577   -437.603039 360.30 -0.083572      1728.0000   
427.0    -438.082291 0.526424   -437.555867 509.07 -0.110738      1728.0000   
428.0    -438.122018 0.551843   -437.570175 533.66 -0.096291      1728.0000   
429.0    -438.064632 0.411115   -437.653517 397.57 -0.089868      1728.0000   
430.0    -437.889099 0.253869   -437.635230 245.50 -0.072745      1728.0000   
431.0    -437.580007 0.304135   -437.275872 294.11 0.013122       1728.0000   
432.0    -437.664159 0.563008   -437.101151 544.45 0.021483       1728.0000   
433.0    -438.054158 0.874329   -437.179829 845.51 -0.038845      1728.0000   
434.0    -438.078478 0.501487   -437.576991 484.96 -0.031406      1728.0000   
435.0    -437.972762 0.452787   -437.519975 437.86 -0.031085      1728.0000   
436.0    -437.988976 0.434226   -437.554750 419.92 -0.023378      1728.0000   
437.0    -438.137560 0.692987   -437.444573 670.15 -0.051397      1728.0000   
438.0    -438.217119 0.455820   -437.761299 440.80 -0.062268      1728.0000   
439.0    -438.262527 0.431837   -437.830690 417.61 -0.046200      1728.0000   
440.0    -438.204637 0.539148   -437.665489 521.38 0.004330       1728.0000   
441.0    -438.052518 0.397110   -437.655409 384.02 0.011211       1728.0000   
442.0    -437.996085 0.321998   -437.674088 311.39 -0.026984      1728.0000   
443.0    -437.998059 0.372703   -437.625355 360.42 -0.089565      1728.0000   
444.0    -437.964967 0.478173   -437.486795 462.41 -0.114891      1728.0000   
445.0    -437.981869 0.648399   -437.333470 627.03 -0.087589      1728.0000   
446.0    -437.950141 0.663841   -437.286300 641.96 -0.028364      1728.0000   
447.0    -437.942779 0.550646   -437.392133 532.50 -0.000189      1728.0000   
448.0    -437.997714 0.365339   -437.632375 353.30 -0.016718      1728.0000   
449.0    -438.038023 0.457741   -437.580282 442.66 -0.026003      1728.0000   
450.0    -438.099920 0.522663   -437.577257 505.44 -0.029632      1728.0000   
451.0    -438.084452 0.643732   -437.440720 622.52 -0.050758      1728.0000   
452.0    -438.078259 0.355760   -437.722499 344.04 -0.075521      1728.0000   
453.0    -438.213489 0.605186   -437.608303 585.24 -0.096550      1728.0000   
454.0    -438.275480 0.626054   -437.649426 605.42 -0.084176      1728.0000   
455.0    -438.183940 0.335301   -437.848638 324.25 -0.049032      1728.0000   
456.0    -438.131911 0.393550   -437.738361 380.58 -0.003684      1728.0000   
457.0    -438.160417 0.447214   -437.713203 432.48 0.013758       1728.0000   
458.0    -438.228543 0.571253   -437.657290 552.43 0.035644       1728.0000   
459.0    -438.312019 0.746311   -437.565708 721.72 0.038833       1728.0000   
460.0    -438.294550 0.420325   -437.874225 406.47 0.027487       1728.0000   
461.0    -438.231056 0.381189   -437.849867 368.63 0.006897       1728.0000   
462.0    -438.134394 0.529743   -437.604651 512.28 -0.036606      1728.0000   
463.0    -438.094496 0.405668   -437.688827 392.30 -0.141054      1728.0000   
464.0    -438.080863 0.436423   -437.644440 422.04 -0.193014      1728.0000   
465.0    -438.085658 0.615942   -437.469716 595.64 -0.184759      1728.0000   
466.0    -438.034712 0.456022   -437.578691 440.99 -0.157833      1728.0000   
467.0    -438.019375 0.530631   -437.488744 513.14 -0.105634      1728.0000   
468.0    -438.023941 0.453623   -437.570319 438.67 -0.066266      1728.0000   
469.0    -438.106455 0.533061   -437.573393 515.49 0.000304       1728.0000   
470.0    -438.113061 0.355713   -437.757348 343.99 0.048832       1728.0000   
471.0    -438.001206 0.406656   -437.594550 393.25 0.132925       1728.0000   
472.0    -437.818801 0.454710   -437.364091 439.72 0.198053       1728.0000   
473.0    -437.912547 0.566683   -437.345865 548.01 0.145071       1728.0000   
474.0    -438.156211 0.780230   -437.375981 754.52 0.019710       1728.0000   
475.0    -438.048249 0.468494   -437.579755 453.05 -0.061562      1728.0000   
476.0    -437.934209 0.377233   -437.556977 364.80 -0.100328      1728.0000   
477.0    -437.911931 0.475979   -437.435952 460.29 -0.079277      1728.0000   
478.0    -437.989173 0.524219   -437.464954 506.94 -0.037072      1728.0000   
479.0    -438.132781 0.632885   -437.499896 612.03 0.025535       1728.0000   
480.0    -438.177474 0.612315   -437.565159 592.13 0.082281       1728.0000   
481.0    -438.136269 0.557202   -437.579067 538.84 0.082342       1728.0000   
482.0    -438.171587 0.331861   -437.839726 320.92 0.024896       1728.0000   
483.0    -438.252207 0.558671   -437.693536 540.26 -0.112109      1728.0000   
484.0    -438.212550 0.491369   -437.721181 475.18 -0.176312      1728.0000   
485.0    -438.170524 0.437600   -437.732923 423.18 -0.164437      1728.0000   
486.0    -438.205019 0.789938   -437.415081 763.90 -0.151599      1728.0000   
487.0    -438.227650 0.642983   -437.584667 621.79 -0.111048      1728.0000   
488.0    -438.165834 0.476690   -437.689144 460.98 -0.028443      1728.0000   
489.0    -437.998932 0.454175   -437.544758 439.21 0.070329       1728.0000   
490.0    -437.939421 0.429426   -437.509995 415.27 0.125784       1728.0000   
491.0    -438.018074 0.468388   -437.549686 452.95 0.123133       1728.0000   
492.0    -438.046091 0.587867   -437.458224 568.49 0.082845       1728.0000   
493.0    -438.065793 0.507517   -437.558276 490.79 0.007515       1728.0000   
494.0    -438.099967 0.448278   -437.651689 433.50 -0.029316      1728.0000   
495.0    -438.138765 0.466428   -437.672336 451.06 -0.028682      1728.0000   
496.0    -438.144659 0.703058   -437.441601 679.89 0.004977       1728.0000   
497.0    -438.165724 0.452440   -437.713284 437.53 -0.003144      1728.0000   
498.0    -438.226010 0.641398   -437.584612 620.26 -0.022381      1728.0000   
499.0    -438.220006 0.528617   -437.691389 511.20 -0.049903      1728.0000   
500.0    -438.194909 0.425041   -437.769868 411.03 -0.101539      1728.0000   
